translon_id	classification	chrom	start	end	exonic_length	feature_mean	max_flank	upstream_mean	downstream_mean	conservation_specificity	has_cds_overlap	overlapping_genes
c8norep113	cds_associated	chr8	109539780	109550853	183	3.593658685684204	6.31870698928833	1.585379958152771	6.31870698928833	-2.725048303604126	True	ENSG00000289767,EBAG9
c9riboseqorf1	cds_associated	chr9	676911	676995	84	2.276214599609375	5.013973236083984	1.0904532670974731	5.013973236083984	-2.7377586364746094	True	KANK1
c12norep215	cds_associated	chr12	131929292	131932274	417	2.5165514945983887	5.261893272399902	0.517613410949707	5.261893272399902	-2.7453417778015137	True	PUS1
c8norep79	cds_associated	chr8	73008944	73013921	288	2.234496593475342	4.98309326171875	-0.5184666514396667	4.98309326171875	-2.748596668243408	True	TERF1
c10norep96	cds_associated	chr10	68721178	68722467	117	3.051077127456665	5.832019805908203	-0.059306640177965164	5.832019805908203	-2.780942678451538	True	CCAR1
c20norep51	cds_associated	chr20	33659932	33659998	66	1.7421060800552368	4.523413181304932	4.523413181304932	3.2137534618377686	-2.7813072204589844	True	NECAB3
c9norep40	cds_associated	chr9	37126492	37126555	63	2.7993812561035156	5.59283971786499	5.59283971786499	4.287673473358154	-2.7934584617614746	True	ZCCHC7
c1norep328	cds_associated	chr1	212950720	212961205	60	4.0241498947143555	6.832953453063965	2.6023037433624268	6.832953453063965	-2.8088035583496094	True	VASH2
c9riboseqorf63	cds_associated	chr9	105574979	105575033	54	2.3222036361694336	5.131740093231201	0.75899338722229	5.131740093231201	-2.8095364570617676	True	FKTN
c15norep69	cds_associated	chr15	65607321	65611108	132	3.4885149002075195	6.3066935539245605	0.6271666884422302	6.3066935539245605	-2.818178653717041	True	INTS14
c22norep18	cds_associated	chr22	21710764	21735653	183	1.7085028886795044	4.550419807434082	2.550473213195801	4.550419807434082	-2.841917037963867	True	YPEL1
c10norep85	cds_associated	chr10	60911531	60985883	111	2.8648829460144043	5.707433223724365	0.25427332520484924	5.707433223724365	-2.842550277709961	True	RHOBTB1
c4riboseqorf93	cds_associated	chr4	128809814	128831762	93	3.5577852725982666	6.4178338050842285	3.102226495742798	6.4178338050842285	-2.860048532485962	True	JADE1
c5riboseqorf107	cds_associated	chr5	150001014	150004883	198	3.904510259628296	6.769786834716797	2.7552199363708496	6.769786834716797	-2.865276575088501	True	HMGXB3
c19riboseqorf27	cds_associated	chr19	11378327	11378579	252	2.1770236492156982	5.049546718597412	5.049546718597412	2.621413469314575	-2.872523069381714	True	EPOR
c9norep90	cds_associated	chr9	104903657	104903768	111	3.0551347732543945	5.933506488800049	0.9299866557121277	5.933506488800049	-2.8783717155456543	True	ABCA1
c12norep84	cds_associated	chr12	54017295	54028624	168	5.420648574829102	8.308467864990234	2.512084484100342	8.308467864990234	-2.887819290161133	True	HOXC6
c7norep137	cds_associated	chr7	100114201	100119345	84	2.8824284076690674	5.804039478302002	0.6128733158111572	5.804039478302002	-2.9216110706329346	True	TAF6
c9riboseqorf2	cds_associated	chr9	710981	711035	54	2.401463270187378	5.337106704711914	5.337106704711914	2.7734665870666504	-2.935643434524536	True	KANK1
c19norep196	cds_associated	chr19	45766988	45767147	159	3.3074655532836914	6.256220817565918	6.256220817565918	3.8625667095184326	-2.9487552642822266	True	SIX5
c3norep248	cds_associated	chr3	197296429	197297760	186	3.5381505489349365	6.498719692230225	2.3843019008636475	6.498719692230225	-2.960569143295288	True	DLG1
c9riboseqorf85	cds_associated	chr9	128640755	128640881	126	1.6101189851760864	4.571146488189697	2.8272600173950195	4.571146488189697	-2.9610276222229004	True	DYNC2I2
c8riboseqorf28	cds_associated	chr8	23289879	23290071	192	2.2621092796325684	5.225539684295654	5.225539684295654	0.6918799877166748	-2.963430404663086	True	R3HCC1
c14riboseqorf60	cds_associated	chr14	60981248	60981365	117	1.791709542274475	4.755666732788086	-0.2705466151237488	4.755666732788086	-2.9639573097229004	True	SLC38A6
c21norep41	cds_associated	chr21	39387814	39390743	87	2.2626779079437256	5.248093128204346	-0.951259970664978	5.248093128204346	-2.98541522026062	True	GET1,GET1-SH3BGR
c3riboseqorf96	cds_associated	chr3	86990739	86990958	219	3.0286619663238525	6.020700454711914	0.9329769015312195	6.020700454711914	-2.9920384883880615	True	VGLL3
c20norep55	cds_associated	chr20	35384059	35394161	144	1.8962432146072388	4.891713619232178	2.7721731662750244	4.891713619232178	-2.9954705238342285	True	UQCC1
c6norep76	cds_associated	chr6	30885652	30888710	51	1.569921612739563	4.566987037658691	1.1393805742263794	4.566987037658691	-2.997065544128418	True	DDR1
c18norep5	cds_associated	chr18	2571601	2573062	168	2.0631489753723145	5.062160015106201	0.2378799468278885	5.062160015106201	-2.9990110397338867	True	NDC80
c8riboseqorf68	cds_associated	chr8	76984107	77000039	138	2.1700363159179688	5.173480033874512	1.0354000329971313	5.173480033874512	-3.003443717956543	True	PEX2
c1riboseqorf250	cds_associated	chr1	203007403	203007490	87	2.8289194107055664	5.860233783721924	0.7403466105461121	5.860233783721924	-3.0313143730163574	True	TMEM183A
c22norep20	cds_associated	chr22	23801008	23801128	120	3.5748748779296875	6.6121602058410645	6.6121602058410645	-0.9001333713531494	-3.037285327911377	True	SMARCB1
c12norep150	cds_associated	chr12	95251992	95266445	168	3.9600117206573486	6.999539375305176	6.999539375305176	4.425580024719238	-3.039527654647827	True	VEZT
c21norep42	cds_associated	chr21	39462510	39511692	267	3.655467987060547	6.722833156585693	6.722833156585693	0.9365867376327515	-3.0673651695251465	True	GET1-SH3BGR,SH3BGR
c13norep19	cds_associated	chr13	34942713	34942956	243	3.3553171157836914	6.429340362548828	1.6002200841903687	6.429340362548828	-3.0740232467651367	True	NBEA
c14norep67	cds_associated	chr14	59464873	59465257	384	1.646827220916748	4.726828575134277	0.7649533748626709	4.726828575134277	-3.0800013542175293	True	GPR135
c20norep18	cds_associated	chr20	5100714	5100849	135	3.036696434020996	6.123939514160156	6.123939514160156	1.2968531847000122	-3.08724308013916	True	TMEM230
c8riboseqorf80	cds_associated	chr8	97869105	97888201	309	1.560909390449524	4.655493259429932	2.0674266815185547	4.655493259429932	-3.0945839881896973	True	MATN2
c18riboseqorf41	cds_associated	chr18	46917323	46917446	123	3.400146245956421	6.498286724090576	1.38943350315094	6.498286724090576	-3.0981404781341553	True	PIAS2
c16norep99	cds_associated	chr16	67227148	67227879	237	2.375291109085083	5.4767866134643555	2.2805333137512207	5.4767866134643555	-3.1014955043792725	True	TMEM208
c13riboseqorf31	cds_associated	chr13	49247987	49248041	54	2.5653703212738037	5.677119731903076	0.02362663298845291	5.677119731903076	-3.1117494106292725	True	CDADC1
c11riboseqorf147	cds_associated	chr11	119028359	119029530	306	2.741983652114868	5.858180046081543	1.039953351020813	5.858180046081543	-3.116196393966675	True	SLC37A4
c3norep45	cds_associated	chr3	44945237	44976117	240	3.4791250228881836	6.604479789733887	1.6522332429885864	6.604479789733887	-3.125354766845703	True	ZDHHC3
c18norep65	cds_associated	chr18	55587126	55588093	66	5.578969478607178	8.7128267288208	2.950366735458374	8.7128267288208	-3.133857250213623	True	TCF4
c10riboseqorf60	cds_associated	chr10	74151232	74151292	60	2.4492666721343994	5.587820053100586	0.354306697845459	5.587820053100586	-3.1385533809661865	True	ADK
c15norep85	cds_associated	chr15	72474548	72474641	93	4.698999881744385	7.839733123779297	7.839733123779297	3.388239860534668	-3.140733242034912	True	ARIH1
c12norep195	cds_associated	chr12	121888771	121888981	210	2.0563902854919434	5.204646587371826	-0.862060010433197	5.204646587371826	-3.148256301879883	True	PSMD9,ENSG00000256950
c17norep114	cds_associated	chr17	48107789	48112580	111	3.2321979999542236	6.385900020599365	1.5920600891113281	6.385900020599365	-3.1537020206451416	True	SNX11
c1norep129	cds_associated	chr1	75300656	75541443	126	1.624595284461975	4.802513599395752	1.7866400480270386	4.802513599395752	-3.1779184341430664	True	SLC44A5
c12norep100	cds_associated	chr12	57230813	57230927	114	3.742473602294922	6.926393032073975	1.0402532815933228	6.926393032073975	-3.1839194297790527	True	SHMT2
c1riboseqorf189	cds_associated	chr1	155254860	155255154	294	3.098374128341675	6.282325744628906	2.1778266429901123	6.282325744628906	-3.1839516162872314	True	ENTREP3
c20norep3	cds_associated	chr20	604342	604594	252	1.6792023181915283	4.877959728240967	4.877959728240967	1.583866834640503	-3.1987574100494385	True	TCF15
c2norep210	cds_associated	chr2	178523576	178597646	111	2.691891670227051	5.895900249481201	-0.5071333646774292	5.895900249481201	-3.2040085792541504	True	TTN
c7norep199	cds_associated	chr7	139133793	139134704	117	2.548290729522705	5.765479564666748	0.37337997555732727	5.765479564666748	-3.217188835144043	True	IFT56
c12riboseqorf113	cds_associated	chr12	95251992	95257175	105	3.775362253189087	6.999539375305176	6.999539375305176	5.101500034332275	-3.224177122116089	True	VEZT
c11norep19	cds_associated	chr11	6481500	6481764	63	3.0875399112701416	6.3152337074279785	2.479386568069458	6.3152337074279785	-3.227693796157837	True	ENSG00000283977,TIMM10B
c16norep117	cds_associated	chr16	71895537	71921404	114	3.166639804840088	6.398799419403076	0.8425399661064148	6.398799419403076	-3.2321596145629883	True	IST1
c11norep131	cds_associated	chr11	73647629	73649022	120	2.651050090789795	5.891833305358887	0.798893392086029	5.891833305358887	-3.240783214569092	True	PLEKHB1
c15riboseqorf4	cds_associated	chr15	25405481	25438608	141	3.824687957763672	7.0667724609375	1.5984066724777222	7.0667724609375	-3.242084503173828	True	UBE3A
c3norep104	cds_associated	chr3	71493457	71543484	159	1.6180312633514404	4.869413375854492	0.3293600082397461	4.869413375854492	-3.2513821125030518	True	ENSG00000285708
c7norep110	cds_associated	chr7	75992173	75992260	87	3.2304484844207764	6.497700214385986	3.942006826400757	6.497700214385986	-3.26725172996521	True	TMEM120A
c17norep37	cds_associated	chr17	9656403	9666711	195	3.0055742263793945	6.274806499481201	6.274806499481201	5.291319847106934	-3.2692322731018066	True	USP43
c2norep37	cds_associated	chr2	40430173	40512379	162	2.4571480751037598	5.72983980178833	4.8634867668151855	5.72983980178833	-3.2726917266845703	True	SLC8A1
c19riboseqorf112	cds_associated	chr19	40365555	40366487	99	1.7569595575332642	5.0439066886901855	0.6517665982246399	5.0439066886901855	-3.286947250366211	True	PLD3
c17norep118	cds_associated	chr17	48596143	48596512	369	2.7579970359802246	6.049880027770996	6.049880027770996	4.460486888885498	-3.2918829917907715	True	HOXB6
c7riboseqorf105	cds_associated	chr7	103989316	103989406	90	2.655977487564087	5.959486484527588	1.6081199645996094	5.959486484527588	-3.303508996963501	True	RELN
c1riboseqorf127	cds_associated	chr1	99850896	99851056	84	2.279273748397827	5.602540016174316	0.36540669202804565	5.602540016174316	-3.3232662677764893	True	AGL
c5norep24	cds_associated	chr5	31983240	31983477	237	2.9538142681121826	6.287306785583496	6.287306785583496	2.6017801761627197	-3.3334925174713135	True	PDZD2
c12riboseqorf27	cds_associated	chr12	22544085	22544366	141	3.294616937637329	6.6299004554748535	0.45133331418037415	6.6299004554748535	-3.3352835178375244	True	C2CD5
c11riboseqorf148	cds_associated	chr11	119029332	119029530	198	2.612459659576416	5.957626819610596	1.5138133764266968	5.957626819610596	-3.3451671600341797	True	SLC37A4
c20riboseqorf30	cds_associated	chr20	34105541	34112226	135	2.707111358642578	6.063566207885742	2.3307600021362305	6.063566207885742	-3.356454849243164	True	EIF2S2
c1norep117	cds_associated	chr1	51746743	51750154	141	3.028432607650757	6.390993595123291	6.366273403167725	6.390993595123291	-3.362560987472534	True	OSBPL9
c19norep31	cds_associated	chr19	6361615	6361891	180	2.6379384994506836	6.0038933753967285	1.0949865579605103	6.0038933753967285	-3.365954875946045	True	CLPP
c5riboseqorf31	cds_associated	chr5	60928935	60945048	141	2.2391417026519775	5.615507125854492	0.3728214204311371	5.615507125854492	-3.3763654232025146	True	ERCC8
c16norep46	cds_associated	chr16	24777019	24777217	198	4.3687639236450195	7.758386135101318	7.758386135101318	5.447186470031738	-3.389622211456299	True	TNRC6A
c7norep37	cds_associated	chr7	22812978	22813125	147	2.101911783218384	5.51120662689209	5.51120662689209	1.0359923839569092	-3.409294843673706	True	TOMM7
c2riboseqorf118	cds_associated	chr2	171160427	171160895	468	4.034258842468262	7.4784064292907715	4.319875717163086	7.4784064292907715	-3.4441475868225098	True	TLK1
c3riboseqorf99	cds_associated	chr3	88141013	88149801	156	2.0604357719421387	5.510473728179932	0.046786677092313766	5.510473728179932	-3.450037956237793	True	ZNF654
c3norep29	cds_associated	chr3	21750915	21751203	288	3.129305839538574	6.586060047149658	2.390033483505249	6.586060047149658	-3.456754207611084	True	ZNF385D
c10riboseqorf78	cds_associated	chr10	92291216	92311190	369	4.067595958709717	7.5566864013671875	4.7944464683532715	7.5566864013671875	-3.4890904426574707	True	MARCHF5
c1norep179	cds_associated	chr1	114716156	114716735	99	3.3883633613586426	6.883840560913086	3.677492618560791	6.883840560913086	-3.4954771995544434	True	NRAS
c1riboseqorf108	cds_associated	chr1	63321181	63323570	186	2.9663331508636475	6.4768195152282715	6.4768195152282715	0.042666662484407425	-3.510486364364624	True	FOXD3
c15riboseqorf43	cds_associated	chr15	59639030	59639135	105	3.2891902923583984	6.8176398277282715	6.8176398277282715	2.800459861755371	-3.528449535369873	True	GTF2A2
cXnorep14	cds_associated	chrX	16719788	16735268	153	2.366183280944824	5.896679878234863	1.1342695951461792	5.896679878234863	-3.530496597290039	True	SYAP1
c16riboseqorf84	cds_associated	chr16	57737015	57737240	225	2.4141156673431396	5.953500270843506	4.706353187561035	5.953500270843506	-3.539384603500366	True	KATNB1
c2norep184	cds_associated	chr2	169584366	169604079	231	3.6131598949432373	7.172600269317627	0.5469133257865906	7.172600269317627	-3.5594403743743896	True	PPIG
c12riboseqorf4	cds_associated	chr12	2004376	2004451	75	2.895120143890381	6.472433090209961	0.5407599806785583	6.472433090209961	-3.57731294631958	True	DCP1B
cXriboseqorf11	cds_associated	chrX	14873458	14873705	96	1.6482082605361938	5.229400157928467	1.2913002967834473	5.229400157928467	-3.5811920166015625	True	MOSPD2
c19riboseqorf36	cds_associated	chr19	15410575	15418975	84	2.250988006591797	5.871399879455566	0.11544670164585114	5.871399879455566	-3.6204118728637695	True	AKAP8L
c16norep122	cds_associated	chr16	80976037	80976148	111	1.5927659273147583	5.254499435424805	5.254499435424805	0.12161332368850708	-3.661733627319336	True	CMC2
c2norep225	cds_associated	chr2	199925872	199925929	57	2.5593509674072266	6.2475266456604	6.2475266456604	1.703926682472229	-3.688175678253174	True	C2orf69
c1norep359	cds_associated	chr1	244705697	244705871	174	2.699902296066284	6.388546466827393	6.388546466827393	4.5676069259643555	-3.6886441707611084	True	DESI2
c11norep27	cds_associated	chr11	9780545	9808054	237	1.856004238128662	5.5504069328308105	4.806706428527832	5.5504069328308105	-3.6944026947021484	True	SBF2
c6norep117	cds_associated	chr6	41071263	41072466	225	2.2346088886260986	5.9337005615234375	2.4319798946380615	5.9337005615234375	-3.699091672897339	True	OARD1
c2norep208	cds_associated	chr2	178523576	178584704	192	1.8459843397140503	5.645933628082275	-0.5071333646774292	5.645933628082275	-3.7999491691589355	True	TTN
c3riboseqorf170	cds_associated	chr3	180988213	180989646	63	2.222381114959717	6.033213138580322	-0.03787989169359207	6.033213138580322	-3.8108320236206055	True	DNAJC19
c14riboseqorf2	cds_associated	chr14	20344937	20345402	159	1.7244969606399536	5.5426130294799805	-0.42412668466567993	5.5426130294799805	-3.8181161880493164	True	PARP2
c19riboseqorf134	cds_associated	chr19	48638036	48638141	105	2.708523988723755	6.531706809997559	6.531706809997559	1.3404667377471924	-3.8231828212738037	True	CA11
c3norep160	cds_associated	chr3	130850770	130850905	135	2.934614658355713	6.819726943969727	0.9314666986465454	6.819726943969727	-3.8851122856140137	True	ATP2C1
c19norep29	cds_associated	chr19	5719804	5720143	339	2.093168020248413	6.035146713256836	0.13852666318416595	6.035146713256836	-3.941978693008423	True	LONP1
cXnorep98	cds_associated	chrX	135973623	135973947	324	2.088611125946045	6.043220043182373	0.21676665544509888	6.043220043182373	-3.954608917236328	True	MMGT1
c12riboseqorf116	cds_associated	chr12	100142604	100142811	207	2.3133435249328613	6.279893398284912	1.6751341819763184	6.279893398284912	-3.966549873352051	True	BLTP3B
c6norep9	cds_associated	chr6	3751448	3751772	324	1.750049114227295	5.738433361053467	5.738433361053467	-0.12954002618789673	-3.988384246826172	True	PXDC1
c11norep62	cds_associated	chr11	34895085	34916271	69	2.091130495071411	6.092993259429932	-0.08789923042058945	6.092993259429932	-4.001862525939941	True	APIP
c11norep57	cds_associated	chr11	31810829	31811224	198	4.275449275970459	8.354040145874023	8.354040145874023	4.796593189239502	-4.0785908699035645	True	PAX6
c20norep54	cds_associated	chr20	35374248	35394161	78	2.8693461418151855	7.020807266235352	2.7721731662750244	7.020807266235352	-4.151461124420166	True	UQCC1
c1norep329	cds_associated	chr1	216677452	216714620	144	3.4781250953674316	7.658160209655762	1.542393445968628	7.658160209655762	-4.18003511428833	True	ESRRG
c1norep116	cds_associated	chr1	51730084	51745561	66	3.0110602378845215	7.21986722946167	2.237266778945923	7.21986722946167	-4.208806991577148	True	OSBPL9
c20riboseqorf13	cds_associated	chr20	5109386	5113033	132	1.9406287670135498	6.178513526916504	-0.7760425806045532	6.178513526916504	-4.237884521484375	True	TMEM230
c18norep82	cds_associated	chr18	69401155	69401269	114	2.822456121444702	7.169832229614258	1.2625999450683594	7.169832229614258	-4.347375869750977	True	DOK6
c8riboseqorf38	cds_associated	chr8	38176276	38176606	330	1.632745385169983	6.035099983215332	-0.013720016926527023	6.035099983215332	-4.402354717254639	True	LSM1
c12norep158	cds_associated	chr12	100200873	100205007	255	2.8226077556610107	7.225266933441162	1.04038667678833	7.225266933441162	-4.4026594161987305	True	ACTR6
c4norep170	cds_associated	chr4	153204460	153270384	150	2.9930267333984375	7.537321090698242	2.96806001663208	7.537321090698242	-4.544294357299805	True	TRIM2
c6riboseqorf81	cds_associated	chr6	63572553	63572688	135	2.963837146759033	7.551459789276123	2.5930867195129395	7.551459789276123	-4.58762264251709	True	ENSG00000285976
c2norep195	cds_associated	chr2	175004902	175005339	312	1.9850417375564575	6.644206523895264	2.3958399295806885	6.644206523895264	-4.659164905548096	True	CHN1
c14norep98	cds_associated	chr14	89264010	89280967	63	1.8054603338241577	6.569666385650635	6.569666385650635	-0.04286666586995125	-4.7642059326171875	True	FOXN3
c9norep16	cds_associated	chr9	16583063	16870656	159	2.2723522186279297	7.104333400726318	4.457566738128662	7.104333400726318	-4.831981182098389	True	BNC2
c12norep147	cds_associated	chr12	95251992	95252145	153	2.104921340942383	6.999539375305176	6.999539375305176	0.2481599897146225	-4.894618034362793	True	VEZT
c1norep228	cds_associated	chr1	154978773	154978887	114	1.9926139116287231	6.913059711456299	6.913059711456299	1.231673240661621	-4.920445919036865	True	CKS1B
c1riboseqorf144	cds_associated	chr1	113758689	113758830	141	1.790411353111267	6.724352836608887	-0.042315058410167694	6.724352836608887	-4.93394136428833	True	PHTF1
c11norep172	cds_associated	chr11	108009116	108009362	246	2.3185875415802	7.331733226776123	1.0521000623703003	7.331733226776123	-5.013145446777344	True	CUL5
c2norep26	cds_associated	chr2	27892402	27894555	69	1.5019419193267822	6.553639888763428	4.183886528015137	6.553639888763428	-5.051697731018066	True	MRPL33
c1riboseqorf210	cds_associated	chr1	161043271	161045927	159	1.9114779233932495	6.964187145233154	1.566551685333252	6.964187145233154	-5.052709102630615	True	USF1
c2riboseqorf51	cds_associated	chr2	70083657	70087790	111	1.795621633529663	6.848633766174316	6.848633766174316	1.447453260421753	-5.053011894226074	True	PCBP1
c6norep31	cds_associated	chr6	13272744	13272804	60	1.561166763305664	6.631867408752441	2.3784329891204834	6.631867408752441	-5.070700645446777	True	PHACTR1
c16riboseqorf116	cds_associated	chr16	71895537	71915660	87	1.6250345706939697	6.765766620635986	0.8425399661064148	6.765766620635986	-5.1407318115234375	True	IST1
c2riboseqorf49	cds_associated	chr2	70051301	70087790	123	1.5262763500213623	6.848633766174316	6.848633766174316	0.41597333550453186	-5.322357177734375	True	PCBP1
c11riboseqorf115	cds_associated	chr11	82997312	83034261	102	1.7012548446655273	7.6720871925354	4.795973777770996	7.6720871925354	-5.970832347869873	True	RAB30
c7norep52	cds_associated	chr7	27185083	27188723	279	2.07974910736084	8.708133697509766	8.708133697509766	2.725766658782959	-6.628384590148926	True	HOXA11
c7norep106	weakly_conserved	chr7	72890645	72890705	60	0.8520333766937256	-1.1375000476837158	-1.1375000476837158	-2.2787270545959473	1.9895334243774414	False	-1
c14riboseqorf15	weakly_conserved	chr14	23953742	23953979	237	1.1567678451538086	-0.6692999005317688	-0.6692999005317688	-1.2357001304626465	1.8260676860809326	True	DHRS4
c14norep83	weakly_conserved	chr14	73245605	73245761	156	1.2701364755630493	-0.534280002117157	-0.6507466435432434	-0.534280002117157	1.8044164180755615	True	PAPLN
c1riboseqorf160	weakly_conserved	chr1	144460892	144461455	144	1.0962916612625122	-0.6627333760261536	-0.6627333760261536	-1.0843065977096558	1.7590250968933105	False	-1
c14norep104	weakly_conserved	chr14	94388562	94388813	111	0.8765586018562317	-0.7189933657646179	-0.9863799810409546	-0.7189933657646179	1.5955519676208496	False	-1
c14norep105	weakly_conserved	chr14	94388562	94388813	114	0.8635526299476624	-0.7189933657646179	-0.9863799810409546	-0.7189933657646179	1.5825459957122803	False	-1
c6norep29	weakly_conserved	chr6	11271815	11306088	114	1.463517427444458	-0.015993328765034676	-0.04320667311549187	-0.015993328765034676	1.47951078414917	True	NEDD9
c22norep63	weakly_conserved	chr22	38667972	38668275	303	1.4024916887283325	-0.05829999968409538	-0.11910001188516617	-0.05829999968409538	1.4607917070388794	True	CBY1
c1norep79	weakly_conserved	chr1	37455792	37456444	198	1.251492977142334	-0.19331994652748108	-0.6026553511619568	-0.19331994652748108	1.4448128938674927	False	-1
c21riboseqorf27	weakly_conserved	chr21	46236323	46241031	201	1.0060049295425415	-0.4220333397388458	-0.8664066791534424	-0.4220333397388458	1.428038239479065	True	MCM3AP
c1riboseqorf34	weakly_conserved	chr1	19312641	19312800	159	1.2085912227630615	-0.17776666581630707	-0.17776666581630707	-0.33506667613983154	1.3863579034805298	False	-1
c22riboseqorf22	weakly_conserved	chr22	26482167	26482227	60	1.1894665956497192	-0.14358218014240265	-0.3264399766921997	-0.14358218014240265	1.3330488204956055	False	-1
c3norep125	weakly_conserved	chr3	101782163	101782244	81	0.8871481418609619	-0.42627468705177307	-0.6841533184051514	-0.42627468705177307	1.3134227991104126	False	-1
c11norep8	weakly_conserved	chr11	1995790	2001238	396	1.2942962646484375	0.005740006919950247	-2.8895602226257324	0.005740006919950247	1.2885562181472778	False	-1
c2norep75	weakly_conserved	chr2	69996849	70085606	99	1.3920707702636719	0.11558664590120316	0.11558664590120316	0.06513997167348862	1.2764841318130493	False	-1
c2norep76	weakly_conserved	chr2	70018092	70085606	99	1.205010175704956	-0.04964000731706619	-0.12966667115688324	-0.04964000731706619	1.2546502351760864	False	-1
c18riboseqorf34	weakly_conserved	chr18	32091999	32092050	51	1.2877449989318848	0.04807332530617714	0.04807332530617714	-0.0022999891079962254	1.2396717071533203	False	-1
c4riboseqorf113	weakly_conserved	chr4	158672221	158672299	78	1.2430514097213745	0.010159989818930626	-0.8888532519340515	0.010159989818930626	1.2328914403915405	False	-1
c3norep124	weakly_conserved	chr3	101782156	101782231	75	0.9317466020584106	-0.28275349736213684	-0.6768266558647156	-0.28275349736213684	1.214500069618225	False	-1
c17riboseqorf65	weakly_conserved	chr17	35568447	35573936	114	1.361710548400879	0.1834266632795334	0.1834266632795334	-0.16061335802078247	1.178283929824829	False	-1
c10riboseqorf129	weakly_conserved	chr10	124046508	124046592	84	1.3435355424880981	0.1657133251428604	0.1657133251428604	-0.03607332333922386	1.177822232246399	False	-1
c14riboseqorf14	weakly_conserved	chr14	23941142	23953979	333	0.8223634362220764	-0.23610666394233704	-0.6692999005317688	-0.23610666394233704	1.0584701299667358	True	DHRS4
c2riboseqorf143	weakly_conserved	chr2	190408389	190408482	93	1.3772042989730835	0.33477330207824707	0.33477330207824707	-0.039217669516801834	1.0424309968948364	False	-1
c7riboseqorf115	weakly_conserved	chr7	112790312	112790372	60	1.1566499471664429	0.11721999943256378	0.11721999943256378	-0.04219580814242363	1.0394299030303955	False	-1
c12norep92	weakly_conserved	chr12	56117705	56117780	75	1.4603732824325562	0.4246266484260559	0.3448600172996521	0.4246266484260559	1.0357465744018555	False	-1
c4riboseqorf55	weakly_conserved	chr4	82798715	82798766	51	1.0201765298843384	-0.009440002031624317	-0.009440002031624317	-0.130900040268898	1.0296164751052856	False	-1
c1norep317	weakly_conserved	chr1	209429297	209432240	231	1.107536792755127	0.09994775801897049	0.09994775801897049	-0.07551006227731705	1.0075889825820923	False	-1
c1norep271	weakly_conserved	chr1	178092997	178093318	321	1.3216978311538696	0.3150267004966736	0.2905599772930145	0.3150267004966736	1.0066711902618408	False	-1
c10norep66	weakly_conserved	chr10	45457508	45457787	279	1.216465950012207	0.22800666093826294	-0.7163561582565308	0.22800666093826294	0.9884592890739441	False	-1
c15norep11	weakly_conserved	chr15	34341722	34341812	90	1.209277868270874	0.22680668532848358	0.22680668532848358	-0.1366666704416275	0.9824711680412292	False	-1
c1norep212	weakly_conserved	chr1	151281709	151281766	57	1.4841580390930176	0.5148133635520935	0.26420897245407104	0.5148133635520935	0.9693446755409241	False	-1
c1norep165	weakly_conserved	chr1	108661255	108661318	63	0.6085555553436279	-0.35639336705207825	-0.4921066164970398	-0.35639336705207825	0.9649488925933838	False	-1
c2norep128	weakly_conserved	chr2	104412523	104412619	96	1.4666978120803833	0.5023133158683777	0.5023133158683777	0.19375331699848175	0.9643844962120056	False	-1
c10riboseqorf65	weakly_conserved	chr10	75407547	75407646	99	1.1710808277130127	0.2441866546869278	0.2441866546869278	0.013679984025657177	0.9268941879272461	False	-1
c1norep32	weakly_conserved	chr1	9691489	9691724	132	0.8088030219078064	-0.10769999027252197	-0.10769999027252197	-0.3308733403682709	0.9165030121803284	False	-1
c10norep149	weakly_conserved	chr10	102450308	102451559	183	0.9045355319976807	0.005293332505971193	0.005293332505971193	-0.2573000192642212	0.8992422223091125	True	C10orf95
c10norep47	weakly_conserved	chr10	30437175	30437250	75	0.8831334710121155	-0.010333340615034103	-0.010333340615034103	-0.1552933305501938	0.8934668302536011	False	-1
c3norep91	weakly_conserved	chr3	62294714	62317839	96	0.500083327293396	-0.3781266510486603	-0.3782266676425934	-0.3781266510486603	0.8782099485397339	False	-1
c17norep172	weakly_conserved	chr17	78342837	78344073	258	0.510267436504364	-0.35917332768440247	-0.35917332768440247	-0.9012283086776733	0.8694407939910889	False	-1
c17norep154	weakly_conserved	chr17	68514943	68515096	153	1.385914921760559	0.5173333287239075	0.4705333411693573	0.5173333287239075	0.8685815930366516	False	-1
c6norep223	weakly_conserved	chr6	158312967	158313021	54	1.251907467842102	0.3834800124168396	0.3834800124168396	0.08942665904760361	0.8684274554252625	False	-1
c16riboseqorf5	weakly_conserved	chr16	425846	426176	330	1.4348664283752441	0.5665532350540161	0.5665532350540161	-0.4800666272640228	0.868313193321228	True	RAB11FIP3
c19riboseqorf92	weakly_conserved	chr19	36525330	36528238	63	1.0448096990585327	0.17723999917507172	0.0709933489561081	0.17723999917507172	0.8675696849822998	False	-1
c3norep107	weakly_conserved	chr3	72092462	72099972	81	0.9034691452980042	0.05653338134288788	0.05653338134288788	-0.24964666366577148	0.8469357490539551	False	-1
c4norep119	weakly_conserved	chr4	112525295	112546789	138	0.6634057760238647	-0.18232664465904236	-0.18232664465904236	-0.5403061509132385	0.8457324504852295	True	ZGRF1
c16norep23	weakly_conserved	chr16	4115847	4115922	75	1.3438806533813477	0.5013733506202698	0.5013733506202698	0.438400000333786	0.8425073027610779	False	-1
