chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	strand_right	gene_name	cds_frame	cds_start_pos	translated_matched_frame_score	translated_max_frame_score	translated_start_region_score	translated_window_max_score	translated_phylop_mean	translated_frame	translated_length	untranslated_matched_frame_score	untranslated_max_frame_score	untranslated_start_region_score	untranslated_window_max_score	untranslated_phylop_mean	untranslated_frame	untranslated_length	genome_coords	translated_block_starts	translated_block_ends	untranslated_block_starts	untranslated_block_ends
17	76039588	76039705	ENST00000307877_1	117	-	76039588	76039705	0	1	117	0	ENST00000307877	117	-	SRP68	0	76072491								-21.14996419629804	-18.12833654659878	-31.38740005493164	2.2661997437477113	0.6973114741557721	1	921	17:76039705-76072491	[]	[]	[76038784]	[76039705]
17	76083635	76083647	ENST00000589210_1	12	-	76083635	76083647	0	1	12	0	ENST00000589210	12	-	EXOC7	0	76103692								-26.761634865969125	-22.901044532181444	-42.961467297871906	-4.22250006198883	-0.1395266979961112	3	2632	17:76083647-76103692	[]	[]	[76081015]	[76083647]
17	76390807	76390942	ENST00000319380_1	135	-	76390807	76390942	0	1	135	0	ENST00000319380	135	-	UBE2O	0	76453141								-18.358146002422203	-17.15492875712204	-1.1347333987553914	-1.1563997268676758	1.4584550965715868	2	1487	17:76390942-76453141	[]	[]	[76389455]	[76390942]
17	76680851	76680866	ENST00000449428_1	15	-	76680851	76680866	0	1	15	0	ENST00000449428	15	-	MXRA7	0	76710946								-24.157025286972203	-22.690274386418317	-42.479600524902345	-4.800700269639492	0.09511529748676292	2	1301	17:76680866-76710946	[]	[]	[76679565]	[76680866]
17	76735048	76736160	ENST00000359995_1	117	-	76735048	76736160	0	2	110,7	0,1105	ENST00000359995	1112	-	SRSF2	0	76737160	-12.280490951104598	-5.904627349159934	-4.439999898274739	-0.6072001695632935	4.163554574159736	2	110	-9.763757218933621	-9.763757218933621	-8.550666673978169	9.830199837684631	5.168831387443415	1	2046	17:76736160-76737160	[76735048]	[76735158]	[76734114, 76735158]	[76735158, 76736160]
17	78174650	78174758	ENST00000301634_1	108	-	78174650	78174758	0	1	108	0	ENST00000301634	108	-	TK1	0	78186994								-20.291776990271533	-20.291776990271533	-22.59179973602295	-3.4631999015808104	-0.4382971323314397	2	668	17:78174758-78186994	[]	[]	[78174090]	[78174758]
17	78971443	78971575	ENST00000262776_1	132	-	78971443	78971575	0	1	132	0	ENST00000262776	132	-	LGALS3BP	0	78977191								-19.72580378913434	-19.72580378913434	-22.447600746154784	-0.2079000413417816	-0.6544984397928105	1	321	17:78971575-78977191	[]	[]	[78971254]	[78971575]
17	78993501	78993549	ENST00000392446_1	48	-	78993501	78993549	0	1	48	0	ENST00000392446	48	-	CANT1	0	78997622								-21.00672080459295	-19.327677825219634	-2.4893999099731445	-5.948666612307231	-0.7784841697936695	3	1834	17:78993549-78997622	[]	[]	[78991715]	[78993549]
17	81510668	81510689	ENST00000573283_1	21	-	81510668	81510689	0	1	21	0	ENST00000573283	21	-	ACTG1	0	81512354								-13.81203480373669	-10.595211417539891	-14.648200178146363	1.7328000575304032	2.1969248984326053	2	719	17:81510689-81512354	[]	[]	[81509970]	[81510689]
17	81559117	81559258	ENST00000331134_1	141	-	81559117	81559258	0	1	141	0	ENST00000331134	141	-	NPLOC4	0	81636930								-20.367015649655098	-20.367015649655098	-3.3898669282595315	1.0472001314163208	0.42577082517327464	2	2372	17:81559258-81636930	[]	[]	[81556886]	[81559258]
17	81681590	81681707	ENST00000622299_1	117	-	81681590	81681707	0	1	117	0	ENST00000622299	117	-	ARL16	0	81683753								-19.2220614314125	-14.268972039545652	4.298999786376953	4.298999786376953	-0.6468253382282768	2	521	17:81681707-81683753	[]	[]	[81681186]	[81681707]
17	81843882	81844011	ENST00000331483_1	129	-	81843882	81844011	0	1	129	0	ENST00000331483	129	-	P4HB	0	81860471								-22.857102023647524	-20.367730461571796	-18.2126002629598	-4.873444742626614	0.4501796679902353	1	846	17:81844011-81860471	[]	[]	[81843165]	[81844011]
17	81868845	81868875	ENST00000269321_1	30	-	81868845	81868875	0	1	30	0	ENST00000269321	30	-	ARHGDIA	0	81869930								-17.078762184130028	-16.42798349013657	-25.369399889310202	-0.6648999929428101	1.685420776237391	1	1155	17:81868875-81869930	[]	[]	[81867720]	[81868875]
17	81888013	81888130	ENST00000505490_1	117	-	81888013	81888130	0	1	117	0	ENST00000505490	117	-	ALYREF	0	81891580								-17.3385538643075	-17.3385538643075	-8.715333545207978	-4.358899998664856	3.4171486498561463	2	296	17:81888130-81891580	[]	[]	[81887834]	[81888130]
17	82019123	82019204	ENST00000392359_1	81	-	82019123	82019204	0	1	81	0	ENST00000392359	81	-	CENPX	0	82022861								-17.119208381651248	-16.26026815548539	-6.746266651153564	-3.249599951505661	-0.4036952225601327	3	502	17:82019204-82022861	[]	[]	[82018702]	[82019204]
17	82078989	82079142	ENST00000306749_1	153	-	82078989	82079142	0	1	153	0	ENST00000306749	153	-	FASN	0	82096445								-16.313865046421483	-15.681467846457327	-30.989799976348877	2.0235000252723694	0.1628708067269105	3	805	17:82079142-82096445	[]	[]	[82078337]	[82079142]
17	82615717	82615918	ENST00000392325_1	201	-	82615717	82615918	0	1	201	0	ENST00000392325	201	-	WDR45B	0	82648340								-19.44973278819477	-19.44973278819477	-35.7265339533488	0.838299685716629	0.16055424565043835	3	1357	17:82615918-82648340	[]	[]	[82614561]	[82615918]
18	672997	673096	ENST00000323274_1	99	+	672997	673096	0	1	99	0	ENST00000323274	99	+	TYMS	0	657742	-22.905898869940728	-21.583787632711005	-25.132266489664712	-17.069800075888633	0.15424242518334227	1	99	-23.172963302229242	-23.172963302229242	-47.212065887451175	-9.662250012159348	0.20640089039904436	3	482	18:673096-657742	[672997]	[673096]	[673096]	[673578]
18	3255918	3256122	ENST00000217652_1	204	+	3255918	3256122	0	1	204	0	ENST00000217652	204	+	MYL12A	0	3253247	-14.769820975945956	-11.474015156202244	-29.75300006866455	-5.789700093865394	2.6766127516953824	1	204	-16.72131584584713	-16.72131584584713	-26.28780040740967	-3.502800074219704	3.4529034886692993	1	114	18:3256122-3253247	[3255918]	[3256122]	[3256122]	[3256236]
18	3277937	3277952	ENST00000237500_1	15	+	3277937	3277952	0	1	15	0	ENST00000237500	15	+	MYL12B	0	3272898	-21.763666518529256	-6.2003999710083	-21.763666518529256		0.11619999557733536	1	15	-17.642506867354417	-17.642506867354417	-15.760600090026855	0.1718999356031418	2.416475456229261	3	509	18:3277952-3272898	[3277937]	[3277952]	[3277952]	[3278461]
18	9954211	9954256	ENST00000400000_1	45	+	9954211	9954256	0	1	45	0	ENST00000400000	45	+	VAPA	0	9914256	-7.856844455666012	-7.686738169885108	2.1474000295003255	-7.492400018374125	5.180800029304293	1	45	-21.948810262379823	-21.491011059067013	-0.748733401298523	4.178099870681763	0.9689440980874673	3	5765	18:9954256-9914256	[9954211]	[9954256]	[9954256]	[9960021]
18	11852111	11852129	ENST00000526991_1	18	+	11852111	11852129	0	1	18	0	ENST00000526991	18	+	CHMP1B	0	11851511	-18.97961155573527	-6.756888892915514	-21.8010671933492		-0.07377778366208076	1	18	-22.891130040222198	-21.963573147868534	-16.219199681282042	-2.0804285492215837	0.6983952560468909	3	2315	18:11852129-11851511	[11852111]	[11852129]	[11852129]	[11854444]
18	12326130	12326139	ENST00000317702_1	9	+	12326130	12326139	0	1	9	0	ENST00000317702	9	+	TUBB6	0	12308292	-8.467499554157257	-1.5916666587193806			0.7673333009911908	1	9	-23.73738364191175	-23.73738364191175	-20.19580020904541	-12.29960012435913	0.1746457050267931	1	477	18:12326139-12308292	[12326130]	[12326139]	[12326139]	[12326616]
18	12725531	12725588	ENST00000317615_1	57	+	12725531	12725588	0	1	57	0	ENST00000317615	57	+	PSMG2	0	12703107	-27.2803506683885	-27.2803506683885	-24.245733324686686	-25.230299758911134	0.08475438116543126	1	57	-30.659986833208485	-22.78110539187726	-38.42840034961701	-15.147199892997742	1.0317894746304344	3	152	18:12725588-12703107	[12725531]	[12725588]	[12725588]	[12725740]
18	21864666	21864696	ENST00000261537_1	30	+	21864666	21864696	0	1	30	0	ENST00000261537	30	+	MIB1	0	21741583	-13.346800065040588	-11.2315665324529	-7.636800050735474	-13.346800065040588	1.909866646428903	1	30	-25.326323807501407	-25.258419320677145	-26.51193339029948	0.14140000343322753	1.1071028629513948	3	6257	18:21864696-21741583	[21864666]	[21864696]	[21864696]	[21870953]
18	31546743	31546791	ENST00000261590_1	48	+	31546743	31546791	0	1	48	0	ENST00000261590	48	+	DSG2	0	31498251	-21.834250269457698	-15.873562822739283	-20.016200256347656	-13.331300112605096	-0.5971041720282907	1	48	-26.27730464158719	-25.97333004458574	-33.34119987487793	2.9286665519078574	0.011150249913952064	1	2217	18:31546791-31498251	[31546743]	[31546791]	[31546791]	[31549008]
18	50392247	50392292	ENST00000285116_1	45	+	50392247	50392292	0	1	45	0	ENST00000285116	45	+	SKA1	0	50375830	-30.395142833391827	-19.54526164418175	-37.15559981664022	-26.63933339825383	-0.08348888947317998	1	45	-16.491754622284134	-15.450307224354436	-29.532599512736002	2.7869999408721924	-0.05224380671240175	2	1876	18:50392292-50375830	[50392247]	[50392292]	[50392292]	[50394168]
18	51078467	51078587	ENST00000342988_1	120	+	51078467	51078587	0	1	120	0	ENST00000342988	120	+	SMAD4	0	51047046	-17.124675100048382	-10.353024926781654	-42.80373347600301	-7.475099897384643	4.372616666376901	1	120	-20.75680424101258	-20.70607733256851	-5.8694000244140625	6.88100004196167	1.8306756331143457	3	6455	18:51078587-51047046	[51078467]	[51078587]	[51078587]	[51085042]
18	59902753	59902774	ENST00000316660_1	21	+	59902753	59902774	0	1	21	0	ENST00000316660	21	+	PMAIP1	0	59900177	-30.23228545415969	-25.257047653198242	-24.406199391682943		-0.35080952006613925	1	21	-25.67545534361841	-25.67545534361841	-20.15719985961914	-3.9682000398635866	0.5360659699521899	2	1531	18:59902774-59900177	[59902753]	[59902774]	[59902774]	[59904305]
18	74520068	74520098	ENST00000324262_1	30	+	74520068	74520098	0	1	30	0	ENST00000324262	30	+	CNDP2	0	74499973	-32.370633111397424	-19.617033662398658	-34.881733198960625	-32.370633111397424	-1.3599000034543376	1	30	-10.860197947479339	-10.655582511364258	-21.619200134277342	4.864666700363159	-0.41626050798541653	3	3356	18:74520098-74499973	[74520068]	[74520098]	[74520098]	[74523454]
18	27952140	27952152	ENST00000269141_1	12	-	27952140	27952152	0	1	12	0	ENST00000269141	12	-	CDH2	0	28177022								-7.941235047596387	-7.081466242800014	-4.99706670443217	1.8488000631332397	6.286976408544283	2	1187	18:27952152-28177022	[]	[]	[27950965]	[27952152]
18	35337165	35337231	ENST00000261332_1	66	-	35337165	35337231	0	1	66	0	ENST00000261332	66	-	ZNF24	0	35340650								-21.461175518548465	-21.461175518548465	-9.842333841323853	0.9299999788403511	1.7053910675457211	3	5005	18:35337231-35340650	[]	[]	[35332226]	[35337231]
18	35468511	35468610	ENST00000334598_1	99	-	35468511	35468610	0	1	99	0	ENST00000334598	99	-	INO80C	0	35497874								-18.259577322915636	-15.85433451508117	-25.46146682103475	-7.154699921607971	2.397438851359347	2	278	18:35468610-35497874	[]	[]	[35468332]	[35468610]
18	35993096	35993150	ENST00000399022_1	54	-	35993096	35993150	0	1	54	0	ENST00000399022	54	-	RPRD1A	0	36067404								-20.399553345828448	-19.923896109794672	-10.397066831588745	-5.362399983406067	2.374139763346382	1	3327	18:35993150-36067404	[]	[]	[35989823]	[35993150]
18	47156131	47156176	ENST00000588705_1	45	-	47156131	47156176	0	1	45	0	ENST00000588705	45	-	ENSG00000267228	0	47176277								-9.096928508637788	-9.096928508637788	23.180400371551514	13.208800148963928	3.676376625747335	2	308	18:47156176-47176277	[]	[]	[47134655, 47136338, 47154798, 47156117]	[47134704, 47136449, 47154887, 47156176]
18	47156131	47156176	ENST00000256433_1	45	-	47156131	47156176	0	1	45	0	ENST00000256433	45	-	IER3IP1	0	47176277								-22.10937331086759	-22.055829775252743	-25.460000228881835	-0.2076999604701996	0.6843670696425646	3	3343	18:47156176-47176277	[]	[]	[47152833]	[47156176]
18	49482266	49482344	ENST00000318240_1	78	-	49482266	49482344	0	1	78	0	ENST00000318240	78	-	C18orf32	0	49483748								-15.9656686577455	-15.57569124247398	-15.291266870498657	17.145000457763672	-0.08298275762562815	2	5102	18:49482344-49483748	[]	[]	[49477242]	[49482344]
18	49488506	49488518	ENST00000580261_1	12	-	49488506	49488518	0	1	12	0	ENST00000580261	12	-	RPL17	0	49491571								-21.513368110907706	-21.513368110907706	-16.329066451390585	-18.739399727185567	0.9493157872439999	2	38	18:49488518-49491571	[]	[]	[49488480]	[49488518]
18	49783834	49783846	ENST00000285093_1	12	-	49783834	49783846	0	1	12	0	ENST00000285093	12	-	ACAA2	0	49813484								-16.276953141143498	-15.334678145954777	-11.128466796875	-1.0884999968111515	-0.13087031427410517	1	1683	18:49783846-49813484	[]	[]	[49782163]	[49783846]
18	57601486	57601651	ENST00000256854_1	165	-	57601486	57601651	0	1	165	0	ENST00000256854	165	-	NARS1	0	57621717								-27.520036731374798	-26.210355740724747	-40.62919923067093	-12.70060001015663	0.4875291178297966	1	996	18:57601651-57621717	[]	[]	[57600655]	[57601651]
18	59331038	59331092	ENST00000251047_1	54	-	59331038	59331092	0	1	54	0	ENST00000251047	54	-	LMAN1	0	59359244								-24.16421276478543	-23.198484835068403	-13.153867022196453	-1.9112000703811645	0.9992673236000187	1	3270	18:59331092-59359244	[]	[]	[59327822]	[59331092]
18	63390899	63390974	ENST00000238497_1	75	-	63390899	63390974	0	1	75	0	ENST00000238497	75	-	VPS4B	0	63422259								-20.424841704730213	-19.18161180445466	-22.210999711354575	5.835000038146973	1.219197391447972	1	1785	18:63390974-63422259	[]	[]	[63389189]	[63390974]
18	68676872	68676932	ENST00000299608_1	60	-	68676872	68676932	0	1	60	0	ENST00000299608	60	-	TMX3	0	68714981								-25.353681994560105	-25.353681994560105	-16.622733084360757	-5.532099854946137	0.4873183907633662	2	3245	18:68676932-68714981	[]	[]	[68673687]	[68676932]
18	74253364	74253583	ENST00000340533_1	219	-	74253364	74253583	0	1	219	0	ENST00000340533	219	-	CYB5A	0	74291875								-17.52064100142354	-16.797636226945837	NaN	NaN	-0.20888714567017302	2	2738	18:74253583-74291875	[]	[]	[74250845]	[74253583]
18	79903726	79903975	ENST00000397778_1	249	-	79903726	79903975	0	1	249	0	ENST00000397778	249	-	SLC66A2	0	79950926								-17.43831287680342	-17.43831287680342	-25.10019941329956	2.8724000200629236	-0.907155524677439	2	1556	18:79903975-79950926	[]	[]	[79902419]	[79903975]
19	541552	541822	ENST00000215574_1	270	+	541552	541822	0	1	270	0	ENST00000215574	270	+	CDC34	0	531931	-10.168370850537713	-10.168370850537713	-20.84160067240397	-1.6502997875213623	0.36820077521701317	1	270	-14.11177339614369	-12.427467220423305	-9.221800231933594	-7.1325998544693	0.3458113277405676	2	265	19:541822-531931	[541552]	[541822]	[541822]	[542087]
19	810826	810904	ENST00000356948_1	78	+	810826	810904	0	1	78	0	ENST00000356948	78	+	PTBP1	0	797497	-10.297384741405645	-3.749769078997465	-9.22693343559901	-6.466233395536741	3.6509102507948112	1	78	-12.584103350227394	-12.584103350227394	-2.6361999988555906	3.0972999572753905	1.6836867914139888	2	1408	19:810904-797497	[810826]	[810904]	[810904]	[812312]
19	1244437	1244605	ENST00000215375_1	168	+	1244437	1244605	0	1	168	0	ENST00000215375	168	+	ATP5F1D	0	1241850	-20.932642785566195	-20.932642785566195	2.93126646677653	-1.9883001883824667	-0.8683749972717903	1	168	-26.569370234241852	-20.358960287313504	-14.457000096638998	-6.3641665776570635	-0.32412385235224433	2	220	19:1244605-1241850	[1244437]	[1244605]	[1244605]	[1244825]
19	1272443	1272524	ENST00000587896_1	81	+	1272443	1272524	0	1	81	0	ENST00000587896	81	+	CIRBP	0	1270933	-3.9187653344354514	-1.945110911204491	-3.871999963124593	4.264400049050649	4.780629633385458	1	81	-15.558488794675041	-15.558488794675041	-9.310199916362762	5.184400129318237	1.3608021873257303	1	2286	19:1272524-1270933	[1272443]	[1272524]	[1272524]	[1274810]
19	1434912	1435074	ENST00000233078_1	162	+	1434912	1435074	0	1	162	0	ENST00000233078	162	+	DAZAP1	0	1407773	-14.040415190582005	-10.50979854761617	-15.714800262451172	-4.30330008417368	2.500851842218343	1	162	-11.181352778144193	-10.497288103974023	-8.246466938654581	0.09219983518123627	4.270822950292256	2	610	19:1435074-1407773	[1434912]	[1435074]	[1435074]	[1435684]
19	2248546	2248642	ENST00000221494_1	96	+	2248546	2248642	0	1	96	0	ENST00000221494	96	+	SF3A2	0	2243418	-29.8575940169394	-25.80926023268451	-26.398333708445232	-22.677500331401824	-0.6563958319408508	1	96	-11.868307663844181	-11.868307663844181			0.0565384546151528	2	13	19:2248642-2243418	[2248546]	[2248642]	[2248642]	[2248655]
19	2477601	2477658	ENST00000215631_1	57	+	2477601	2477658	0	1	57	0	ENST00000215631	57	+	GADD45B	0	2476358	-19.880210945480748	-15.637333301075717	-20.796400833129884	-14.536500215530396	1.2004561432751648	1	57	-16.909335615129244	-15.13832366529347	-16.35239995320638	1.9871999740600585	1.0439006737586243	3	599	19:2477658-2476358	[2477601]	[2477658]	[2477658]	[2478257]
19	3207688	3207751	ENST00000246117_1	63	+	3207688	3207751	0	1	63	0	ENST00000246117	63	+	NCLN	0	3186030	-6.1262777260056245	-4.309543876271499	-7.8890665372212725	-1.9822222921583388	-0.6545079305568444	1	63	-16.13176883293021	-15.113485682419812	-7.492199941476186	1.6669998645782471	-0.7783752048456113	1	1824	19:3207751-3186030	[3207688]	[3207751]	[3207751]	[3209575]
19	3767393	3767543	ENST00000330133_1	150	+	3767393	3767543	0	1	150	0	ENST00000330133	150	+	MRPL54	0	3762700	-23.364366659720737	-16.325420109033583	-17.6538001537323	-11.507699871063233	-1.2281399985092383	1	150	-14.111272475936197	-14.111272475936197	-11.614399862289428		-0.9278181607580998	2	22	19:3767543-3762700	[3767393]	[3767543]	[3767543]	[3767565]
19	4502010	4502151	ENST00000616600_1	141	+	4502010	4502151	0	1	141	0	ENST00000616600	141	+	HDGFL2	0	4472350	-16.205936126569483	-13.145957327269493	-6.4050001293420795	-5.130899840593338	1.0452907777652276	1	141	-7.474821472274406	-5.909803573574338	-1.793400086959203	-4.257999956607819	5.805214307670083	3	56	19:4502151-4472350	[4502010]	[4502151]	[4502151]	[4502207]
19	4960803	4960836	ENST00000650932_1	33	+	4960803	4960836	0	1	33	0	ENST00000650932	33	+	UHRF1	0	4910885	-19.969363591887735	-16.394817971821986	-11.272000193595886	-19.718299996852874	0.5415757533840158	1	33	-25.83009432816159	-24.33814166687075	-16.161533419291178	-5.548999947309494	0.8072290546275092	2	1318	19:4960836-4910885	[4960803]	[4960836]	[4960836]	[4962154]
19	5691621	5691645	ENST00000347512_1	24	+	5691621	5691645	0	1	24	0	ENST00000347512	24	+	RPL36	0	5690507	-32.35749977827072	-30.44754172861576	-24.383199977874757		-1.6385416621342301	1	24	-18.696655710631948	-12.2852830635208	-18.42260052760442	-2.6159001708030702	-0.6125109204620847	3	230	19:5691645-5690507	[5691621]	[5691645]	[5691645]	[5691875]
19	6368710	6368815	ENST00000245816_1	105	+	6368710	6368815	0	1	105	0	ENST00000245816	105	+	CLPP	0	6361574	-23.302876078514824	-18.444724029018765	-8.862132898966472	-5.422299873828888	-0.3893714248779274	1	105	-11.36097660529035	-11.36097660529035	3.530333522955577	8.031000137329102	-0.35893283610279086	3	1427	19:6368815-6361574	[6368710]	[6368815]	[6368815]	[6370242]
19	7533790	7533805	ENST00000601870_1	15	+	7533790	7533805	0	1	15	0	ENST00000601870	15	+	ENSG00000268614	1	7533594	-23.40420036315918	-17.31906661987305	-23.40420036315918	-23.40420036315918	1.0792666415373484	2	135	-22.39568863152072	-22.39568863152072	-20.92279987335205	30.83230028152466	0.517387907930143	2	17685	19:7533805-7533594	[7533790, 7533790, 7533790, 7533790, 7533790, 7533790, 7533790, 7533790, 7533790]	[7533805, 7533805, 7533805, 7533805, 7533805, 7533805, 7533805, 7533805, 7533805]	[7533805, 7533805, 7533805, 7533805, 7533805, 7533805, 7533805, 7533805, 7533805]	[7533868, 7534239, 7534446, 7534902, 7535577, 7536020, 7536273, 7536546, 7540059]
19	7631556	7631667	ENST00000594797_1	111	+	7631556	7631667	0	1	111	0	ENST00000594797	111	+	PET100	0	7629833	-24.858305651694536	-24.858305651694536	-30.02559928894043	-16.9760000705719	0.6154504502789948	1	111	-12.240802835582862	-12.240802835582862	-19.49206651051839	16.533799992501734	2.060906579237025	2	289	19:7631667-7629833	[7631556]	[7631667]	[7631667]	[7631956]
19	7682820	7682835	ENST00000596148_1	15	+	7682820	7682835	0	1	15	0	ENST00000596148	15	+	TRAPPC5	0	7682253	-45.22740020751953	-6.088666788736979	-45.22740020751953		0.9293334066867829	1	15	-13.82151495878926	-13.82151495878926	-4.950866794586181	0.5220000147819519	-0.5190840897284268	3	4868	19:7682835-7682253	[7682820]	[7682835]	[7682835]	[7687703]
19	8322075	8322354	ENST00000600659_1	99	+	8322075	8322354	0	2	16,83	0,196	ENST00000600659	279	+	RPS28	0	8321530	-13.275538554558388	-11.955499736592174	-12.071250160535177	-11.512000123659769	0.08293751062592492	3	32	-23.296711345412294	-20.867971425683333	-20.802799701690674	1.37666654586792	-0.1906164928435052	2	1249	19:8322354-8321530	[8322075, 8322075]	[8322091, 8322091]	[8322091]	[8323340]
19	8488854	8488977	ENST00000325495_1	123	+	8488854	8488977	0	1	123	0	ENST00000325495	123	+	HNRNPM	0	8444998	-6.01256103777304	-3.96803252386853	-3.4076000213623048	-0.5513999938964844	6.783504071516719	1	123	-4.352802976530834	-4.352802976530834	-8.127066659927369	0.20189998000860215	7.088437931381002	3	137	19:8488977-8444998	[8488854]	[8488977]	[8488977]	[8489114]
19	9830008	9830071	ENST00000586895_1	63	+	9830008	9830071	0	1	63	0	ENST00000586895	63	+	UBL5	0	9828337	-24.473778035905625	-24.473778035905625	-15.144599946339925	-23.27790036201477	-0.35542857011277523	1	63	-20.245409152724527	-10.450363533063369	-20.893400446573892	-14.24219994544983	3.128931800411506	3	44	19:9830071-9828337	[9830008]	[9830071]	[9830071]	[9830115]
19	9849199	9849424	ENST00000247970_1	225	+	9849199	9849424	0	1	225	0	ENST00000247970	225	+	PIN1	0	9835344	-17.96513327744272	-17.099906768732602	-10.509000158309936	3.174199914932251	0.7262088888692152	1	225	-23.25603468422724	-20.256053522229195	-11.07220001220703	-13.409300142526627	0.7992113112212809	2	265	19:9849424-9835344	[9849199]	[9849424]	[9849424]	[9849689]
19	10689312	10689480	ENST00000588657_1	168	+	10689312	10689480	0	1	168	0	ENST00000588657	168	+	ILF3	0	10670605	-14.657696483390671	-10.728220166017612	-17.40780029296875	-6.001900020241737	2.8241369124014106	1	168	-19.359371711225844	-19.359371711225844	2.421399943033854	5.761999583244323	0.2196356168412683	2	2920	19:10689480-10670605	[10689312]	[10689480]	[10689480]	[10692400]
19	10921757	10921931	ENST00000327064_1	174	+	10921757	10921931	0	1	174	0	ENST00000327064	174	+	CARM1	0	10871702	-18.405563209933796	-10.440563342009467	-44.81279977162679	-1.8337000727653503	2.157614949608928	1	174	-14.137091645750418	-14.137091645750418	-29.988600111007692	4.759899997711182	2.012804201473478	2	1144	19:10921931-10871702	[10921757]	[10921931]	[10921931]	[10923075]
19	11061816	11061873	ENST00000344626_1	57	+	11061816	11061873	0	1	57	0	ENST00000344626	57	+	SMARCA4	0	10984151	-10.705579054983039	-10.705579054983039	-4.29779999256134	-7.3822001099586485	1.5811579173528834	1	57	-12.573474977873266	-9.89510754203424	-7.7450668970743815	1.071299985051155	3.0245974984718487	2	400	19:11061873-10984151	[11061816]	[11061873]	[11061873]	[11062273]
19	11449412	11450827	ENST00000677123_1	198	+	11449412	11450827	0	2	16,182	0,1233	ENST00000677123	1415	+	PRKCSH	0	11436117	-48.56868611741811	-13.047187369316816	-51.816398525238036	-50.42239851405223	-0.0704375070054084	3	32	-13.791194851701677	-12.859527289346836	-37.08433302243551	3.6010000705718994	-0.4401655831443019	2	1540	19:11450827-11436117	[11449412, 11449412]	[11449428, 11449428]	[11449428]	[11450968]
19	12813466	12813538	ENST00000221486_1	72	+	12813466	12813538	0	1	72	0	ENST00000221486	72	+	RNASEH2A	0	12806673	-26.07889847651772	-24.14924991130829	-11.089533217748006	-22.229555646578472	0.21368053493400416	1	72	-23.7156079464099	-23.7156079464099	-19.2410000483195	-10.581600338220596	-0.14192157185079493	1	102	19:12813538-12806673	[12813466]	[12813538]	[12813538]	[12813640]
19	12943913	12943940	ENST00000316448_1	27	+	12943913	12943940	0	1	27	0	ENST00000316448	27	+	CALR	0	12938679	-23.486444694024545	-4.716777677889223	-44.143133878707886		4.670629639592436	1	27	-18.434488946144228	-18.07252492809164	-16.16833368142446	-0.3459001272916794	2.2636921648148154	1	549	19:12943940-12938679	[12943913]	[12943940]	[12943940]	[12944489]
19	12953049	12953109	ENST00000586534_1	60	+	12953049	12953109	0	1	60	0	ENST00000586534	60	+	RAD23A	0	12945948	-23.60814978182316	-14.75043344795704	-28.025600051879884	-20.07929997444153	1.9263500087584058	1	60	-18.044504737736585	-15.06957598698743	-8.242400105794271	0.613200019299984	2.601841382453546	3	533	19:12953109-12945948	[12953049]	[12953109]	[12953109]	[12953642]
19	16101346	16101478	ENST00000643579_1	132	+	16101346	16101478	0	1	132	0	ENST00000643579	132	+	TPM4	0	16076565	-13.111121230504729	-12.243249995464629	-11.50546662012736	-6.6394002616405485	2.3296287869752357	1	132	-15.656755911935813	-13.834986004860294	-9.994133599599202	1.0081428459712438	1.3950451820618488	1	1524	19:16101478-16076565	[16101346]	[16101478]	[16101478]	[16103002]
19	16190955	16191117	ENST00000263384_1	162	+	16190955	16191117	0	1	162	0	ENST00000263384	162	+	FAM32A	0	16185442	-23.033870409484262	-16.964857980792907	-13.340800094604493	-17.218699979782105	-0.07288888875282956	1	162	-23.141685626851505	-20.908280991940117	-7.521333169937134	-9.812199759483338	-0.12075995527477523	3	929	19:16191117-16185442	[16190955]	[16191117]	[16191117]	[16192046]
19	16234435	16234693	ENST00000291439_1	258	+	16234435	16234693	0	1	258	0	ENST00000291439	258	+	AP1M1	0	16198026	-20.443069624577383	-14.535837252472723	-47.8011994043986	-4.103200113773346	-0.14985658523135695	1	258	-11.243322248089912	-11.161175376019578	-15.075866762797038	2.9079999923706055	-0.3989301544317018	3	11213	19:16234693-16198026	[16234435]	[16234693]	[16234693]	[16245906]
19	17279048	17279183	ENST00000598188_1	135	+	17279048	17279183	0	1	135	0	ENST00000598188	135	+	BABAM1	0	17268806	-30.18832574718528	-19.236222309536405	-35.3627999941508	-15.419399785995484	-0.41640741302097145	1	135	-18.156448043012	-18.156448043012	-18.920933326085407	-5.550899946689606	0.21868830748346887	2	154	19:17279183-17268806	[17279048]	[17279183]	[17279183]	[17279337]
19	17306379	17306559	ENST00000252602_1	180	+	17306379	17306559	0	1	180	0	ENST00000252602	180	+	MRPL34	0	17305892	-28.351533111433188	-21.331816712352964	-49.64619903564453	-17.416599994897844	-0.29746666667569016	1	180	-22.9542536664177	-22.165190012522146	-24.36540016333262	-9.11690012216568	0.060894365401932	3	284	19:17306559-17305892	[17306379]	[17306559]	[17306559]	[17306843]
19	17943715	17943895	ENST00000445755_1	180	+	17943715	17943895	0	1	180	0	ENST00000445755	180	+	CCDC124	0	17936420	-20.548105587893062	-18.43852788222333	-2.162666606903076	-8.01586699684461	-0.16572778372016425	1	180	-14.785588887830576	-14.785588887830576	-10.567866468429566	-0.7767666921019554	0.7567111182750927	1	90	19:17943895-17936420	[17943715]	[17943895]	[17943895]	[17943985]
