translon_id	chrom	start	end	strand	transcript_id	exonic_length	blockCount	flank_size	flank_type	feature_n_bases	feature_mean	feature_median	feature_std	feature_min	feature_max	upstream_n_bases	upstream_mean	upstream_median	upstream_std	upstream_min	upstream_max	downstream_n_bases	downstream_mean	downstream_median	downstream_std	downstream_min	downstream_max	conservation_specificity
c19norep87	chr19	18333407	18333467	+	ENST00000465715	60	1	150	exonic	60	-0.014316666	0.15799999	0.64235073	-1.54	0.627	150	-0.020893340930342674	0.10099999606609344	0.8731785416603088	-5.7170000076293945	2.628999948501587	150	-0.11576	0.0015000002	0.951248	-5.163	0.916	0.0065766749903559685
c19norep88	chr19	18363886	18364024	+	ENST00000269919	138	1	150	exonic	138	-0.9292608	-0.4275	1.9710304	-8.209	3.093	150	-0.3898666799068451	-0.25450000166893005	1.485824465751648	-4.811999797821045	3.6059999465942383	150	-0.69333994	-0.16800001	1.6287484	-9.227	2.614	-0.5393941402435303
c19riboseqorf46	chr19	18557906	18562105	+	ENST00000222307	78	2	150	exonic	4151	-0.18047602	-0.103	1.7685024	-10.03	11.665	150	1.4262934923171997	0.3305000066757202	3.3878421783447266	-8.102999687194824	11.079999923706055	150	2.66172	0.82449996	4.4874363	-7.902	11.667	-2.842195987701416
c19norep89	chr19	18557906	18562124	+	ENST00000539106	132	2	150	exonic	4170	-0.15139881	-0.0975	1.8580408	-10.03	11.667	150	1.4262934923171997	0.3305000066757202	3.3878421783447266	-8.102999687194824	11.079999923706055	150	2.1498199	0.7035	3.7864418	-7.902	11.665	-2.3012187480926514
c19norep90	chr19	18571993	18572119	+	ENST00000599256	126	1	150	exonic	126	-0.7010952	-0.45700002	1.3525745	-6.508	1.464	150	0.4261334240436554	0.010499999858438969	3.0431621074676514	-10.590999603271484	9.151000022888184	118	-0.6854576	-0.4655	1.3764215	-6.094	2.144	-1.1272286176681519
c19norep91	chr19	18572843	18572951	+	ENST00000599551	108	1	150	exonic	108	-0.61273146	-0.303	1.2518476	-7.204	2.254	150	-0.20105335116386414	-0.06000000238418579	1.0733883380889893	-5.218999862670898	2.5380001068115234	150	-0.8748467	-0.584	1.187218	-5.868	1.742	-0.41167810559272766
c19norep92	chr19	19260989	19261082	-	ENST00000291481	93	1	150	exonic	93	4.749484	5.039	4.322878	-8.185	11.839	150	3.780139923095703	3.385499954223633	4.953553199768066	-20.0	11.696999549865723	150	4.9771934	5.9855	4.36225	-9.074	11.895	-0.22770929336547852
c19riboseqorf47	chr19	19628103	19628741	-	ENST00000542587	378	2	150	exonic	638	0.2673464	0.21000001	1.7192734	-8.582	6.489	150	0.09636668115854263	0.05049999803304672	1.1975517272949219	-6.144999980926514	4.11899995803833	150	0.47574666	0.24000001	1.657541	-4.603	5.014	-0.20840024948120117
c19riboseqorf48	chr19	21082186	21082303	+	ENST00000596053	117	1	150	exonic	117	-5.0964446	-4.047	4.08705	-20.0	1.082	146	-3.1067466735839844	-2.1599998474121094	3.5413455963134766	-20.0	2.318000078201294	150	-3.0528333	-1.981	3.7445385	-20.0	3.312	-2.0436112880706787
c19riboseqorf49	chr19	21082345	21084049	+	ENST00000456283	75	2	150	exonic	1704	-2.5492811	-1.6875	2.993948	-20.0	3.312	150	-4.666013240814209	-3.4755001068115234	4.074398517608643	-20.0	1.0820000171661377	146	-1.6899933	-0.9455	2.2551923	-11.776	1.215	-0.8592878580093384
c19norep93	chr19	21449065	21449176	-	ENST00000597444	111	1	150	exonic	111	-0.3602523	0.006	1.4898591	-5.915	2.125	150	-0.3977466821670532	-0.02800000086426735	1.6883102655410767	-8.786999702453613	2.2330000400543213	150	-0.7741999	-0.2595	1.7893299	-7.369	2.029	0.037494391202926636
c19riboseqorf50	chr19	21505615	21505714	+	ENST00000358491	99	1	150	exonic	99	-5.8884044	-4.689	4.49873	-20.0	0.326	150	-3.0069668292999268	-1.850000023841858	3.2749621868133545	-15.954999923706055	1.5570000410079956	150	-2.9816866	-1.9665	3.2577558	-15.955	3.221	-2.9067177772521973
c19norep94	chr19	21587076	21587229	-	ENST00000596996	153	1	150	exonic	153	-1.6190197	-1.075	2.2290826	-8.682	2.459	150	-1.5167800188064575	-0.7710000276565552	2.282515048980713	-11.02299976348877	1.7960000038146973	150	-1.2894866	-0.883	1.9244407	-8.951	2.752	-0.32953310012817383
c19norep95	chr19	21819135	21845459	-	ENST00000595461	336	3	150	exonic	26185	-1.8644832	-0.907	2.97005	-20.0	7.889	150	-0.9782599806785583	-0.7590000033378601	1.4428406953811646	-7.61299991607666	0.6790000200271606	150	-7.3070607	-5.045	7.7525644	-20.0	7.863	-0.8862232565879822
c19norep96	chr19	23075357	23095059	+	ENST00000594318	78	2	150	exonic	19633	-1.2884113	-0.445	2.3642237	-20.0	2.885	150	-4.035726547241211	-2.7235000133514404	3.874255657196045	-15.954999923706055	2.3580000400543213	150	-2.6386068	-1.0404999	4.3117175	-20.0	0.66	1.3501955270767212
c19riboseqorf51	chr19	23100266	23100341	+	ENST00000600223	75	1	150	exonic	75	-4.179747	-2.129	4.907472	-20.0	0.637	150	-5.522193908691406	-3.26200008392334	5.9352264404296875	-20.0	0.6399999856948853	150	-2.0245397	-1.22	2.400616	-10.45	0.554	-2.155207395553589
c19riboseqorf52	chr19	23261702	23274105	-	ENST00000638822	72	2	150	exonic	12305	-1.2707282	-0.745	1.8906682	-20.0	2.724	150	-2.8297133445739746	-2.2715001106262207	2.851856231689453	-20.0	1.5540000200271606	150	-1.3756132	-1.04	1.510271	-5.331	0.664	0.10488498210906982
c19riboseqorf53	chr19	23261702	23274105	-	ENST00000611392	147	3	150	exonic	12305	-1.2707282	-0.745	1.8906682	-20.0	2.724	150	-2.8297133445739746	-2.2715001106262207	2.851856231689453	-20.0	1.5540000200271606	150	-1.3756132	-1.04	1.510271	-5.331	0.664	0.10488498210906982
c19norep97	chr19	23269866	23274105	-	ENST00000640920	129	3	150	exonic	4218	-0.9902375	-0.4285	1.7568009	-20.0	2.724	150	-2.8297133445739746	-2.2715001106262207	2.851856231689453	-20.0	1.5540000200271606	150	-2.5933533	-1.773	2.2702363	-10.1	1.137	1.6031157970428467
c19norep98	chr19	23270181	23274105	-	ENST00000638919	141	2	150	exonic	3924	-0.9422121	-0.399	1.719553	-20.0	2.724	150	-2.8297133445739746	-2.2715001106262207	2.851856231689453	-20.0	1.5540000200271606	129	-1.1162868	-0.309	1.9365207	-7.863	0.923	0.17407464981079102
c19norep99	chr19	23272680	23274105	-	ENST00000639997	69	2	150	exonic	1425	-1.3961958	-0.829	2.0195127	-20.0	2.724	150	-2.8297133445739746	-2.2715001106262207	2.851856231689453	-20.0	1.5540000200271606	150	-1.1240599	-0.661	1.6242249	-8.372	0.967	-0.272135853767395
c19riboseqorf54	chr19	23400746	23400815	-	ENST00000596283	69	1	150	exonic	69	-0.30508694	-0.136	0.98653466	-4.943	0.658	150	-0.9674000144004822	-0.31800001859664917	1.909565806388855	-9.781000137329102	0.6729999780654907	150	-0.54487336	-0.1645	1.356141	-6.84	0.658	0.23978641629219055
c19norep100	chr19	23401007	23402244	-	ENST00000596283	108	2	150	exonic	1237	-0.72288924	-0.286	1.7741282	-14.808	0.673	150	-0.7574466466903687	-0.1315000057220459	2.0159759521484375	-12.0600004196167	0.6729999780654907	150	-0.9807467	-0.3035	1.7828387	-9.781	0.673	0.03455740213394165
c19norep101	chr19	23403434	23415923	-	ENST00000601293	117	3	150	exonic	12485	-1.3009547	-0.644	2.200688	-20.0	1.892	150	-2.7442667484283447	-1.8529999256134033	2.897941827774048	-11.27400016784668	0.7699999809265137	150	-1.1868067	-0.52349997	1.9247648	-7.896	0.804	-0.11414802074432373
c19riboseqorf55	chr19	23405257	23415923	-	ENST00000600643	108	2	150	exonic	10662	-1.3702799	-0.673	2.2451515	-20.0	1.892	150	-2.7442667484283447	-1.8529999256134033	2.897941827774048	-11.27400016784668	0.7699999809265137	150	-1.46338	-0.70350003	2.1885169	-8.686	0.673	0.09310007095336914
c19riboseqorf56	chr19	24033591	24046213	+	ENST00000594934	60	2	150	exonic	12558	-1.8983738	-0.9815	2.7076488	-20.0	3.496	150	-3.9334330558776855	-2.2639999389648438	4.583727836608887	-20.0	1.8830000162124634	150	-2.6458066	-1.404	3.6016393	-20.0	2.067	0.7474327087402344
c19norep102	chr19	27730533	27730596	-	ENST00000561521	63	1	150	exonic	63	-0.6022698	0.098	0.9468369	-3.58	0.127	150	-0.24851997196674347	0.0989999994635582	0.7099184989929199	-1.940999984741211	0.12700000405311584	150	-0.43926	0.099	0.8949201	-4.136	0.127	-0.3537498712539673
c19norep103	chr19	27732817	27732883	-	ENST00000561521	66	1	150	exonic	66	-0.047393944	0.099	0.49942943	-1.812	0.127	150	0.056433334946632385	0.0989999994635582	0.2957521975040436	-1.628999948501587	0.12700000405311584	150	0.035546664	0.099	0.36796597	-2.168	0.127	-0.10382728278636932
c19riboseqorf57	chr19	27732872	27746245	-	ENST00000653459	243	2	150	exonic	13373	-0.24876632	0.099	0.9115622	-12.592	0.677	150	-2.303013324737549	-1.0260000228881836	3.0270144939422607	-12.210000038146973	0.6769999861717224	150	-0.010513331	0.099	0.45509297	-2.168	0.127	-0.23825298249721527
c19riboseqorf58	chr19	27746244	27746307	-	ENST00000590677	63	1	150	exonic	63	-2.628714	-1.418	3.2570417	-12.21	0.677	150	-1.6612467765808105	-0.6330000162124634	2.594275951385498	-9.371000289916992	0.6769999861717224	150	-2.34434	-1.4475	2.7183414	-12.053	0.677	-0.9674673080444336
c19norep104	chr19	27791579	27791768	-	ENST00000590523	189	1	150	exonic	189	-1.5085185	-0.517	2.5307808	-11.111	1.02	150	-1.515506625175476	-0.39499998092651367	2.6385858058929443	-14.085000038146973	1.0460000038146973	150	-0.63692003	0.248	1.5517932	-5.214	0.566	-0.8715984225273132
c19riboseqorf59	chr19	27793182	27793568	-	ENST00000653317	87	2	150	exonic	374	-2.8482807	-1.9024999	3.028952	-20.0	2.341	150	-3.0724799633026123	-2.552999973297119	2.9761998653411865	-15.954999923706055	2.6050000190734863	150	-1.6230133	-0.778	2.3912609	-9.761	2.204	-1.2252674102783203
c19riboseqorf60	chr19	27793299	27793374	-	ENST00000586248	75	1	150	exonic	75	-3.25488	-2.231	3.15667	-15.051	1.038	138	-3.383268356323242	-2.6034998893737793	3.098029851913452	-14.255999565124512	2.3410000801086426	150	-2.5493267	-1.7590001	2.8950577	-20.0	2.139	-0.7055532932281494
c19riboseqorf61	chr19	27793509	27793647	+	ENST00000590628	138	1	150	exonic	138	-2.1027899	-1.354	2.8671002	-15.955	2.605	138	-3.2857608795166016	-2.609499931335449	2.9231669902801514	-13.375	2.3410000801086426	150	-3.4325268	-2.762	2.8272235	-12.639	0.734	1.1829710006713867
c19riboseqorf62	chr19	27793509	27797788	+	ENST00000586784	135	2	150	exonic	4279	-1.566082	-0.653	2.4817338	-15.955	2.605	138	-3.2857608795166016	-2.609499931335449	2.9231669902801514	-13.375	2.3410000801086426	150	-1.25676	-0.29549998	2.3675165	-9.07	0.694	-0.3093219995498657
c19riboseqorf63	chr19	27793800	27793881	-	ENST00000590523	81	1	150	exonic	81	-1.2288766	-0.826	1.7194089	-6.565	1.693	150	-1.6211200952529907	-1.0764999389648438	2.242598533630371	-10.961999893188477	1.3389999866485596	150	-3.4308937	-2.762	2.8296301	-12.639	0.734	0.39224350452423096
c19riboseqorf64	chr19	27798082	27799234	+	ENST00000587188	111	2	150	exonic	1152	-1.6622066	-0.901	2.4061894	-13.702	1.89	150	-1.6526601314544678	-0.3050000071525574	3.1251842975616455	-14.654000282287598	0.8169999718666077	150	-1.31284	-0.29500002	2.3505132	-10.708	1.631	-0.3493666648864746
c19riboseqorf65	chr19	27798082	27805705	+	ENST00000585917	195	2	150	exonic	7577	-1.110546	-0.16	2.4986444	-20.0	5.007	150	-1.6526601314544678	-0.3050000071525574	3.1251842975616455	-14.654000282287598	0.8169999718666077	150	1.6649066	1.6915	1.9897134	-9.139	4.979	-2.7754526138305664
c19norep105	chr19	27805668	27805815	+	ENST00000590628	147	1	150	exonic	147	1.5087959	1.694	2.173164	-9.139	4.979	150	1.0908865928649902	1.0625	2.184626579284668	-8.949000358581543	4.979000091552734	150	1.4498267	1.253	1.8839958	-5.291	4.958	0.05896914005279541
c19norep106	chr19	27805907	27806021	+	ENST00000590628	114	1	150	exonic	114	1.3259035	1.223	1.9079673	-5.291	4.914	150	1.5091400146484375	1.3615000247955322	1.9267616271972656	-9.138999938964844	4.974999904632568	150	1.3611801	1.2344999	1.8645751	-6.375	4.914	-0.1832364797592163
c19norep107	chr19	28466501	28466591	-	ENST00000592347	90	1	150	exonic	90	-0.6196	-0.4335	1.1653707	-5.634	3.138	150	-0.5058400630950928	-0.2574999928474426	1.2025800943374634	-5.165999889373779	2.6540000438690186	150	-0.26501998	-0.087	0.9511024	-4.156	2.879	-0.35458001494407654
c19norep108	chr19	28606955	28611309	+	ENST00000587961	549	3	150	exonic	4354	0.000113454385	0.303	0.77095205	-8.21	0.403	150	-0.15858666598796844	0.30300000309944153	1.1753647327423096	-6.245999813079834	0.40299999713897705	150	0.032186687	0.296	0.776816	-4.456	0.393	-0.032073233276605606
c19riboseqorf66	chr19	29942369	29942531	+	ENST00000392271	162	1	150	exonic	162	3.0932162	2.6195002	2.78035	-2.686	10.765	150	1.4007800817489624	0.6540000438690186	2.7538187503814697	-5.034999847412109	10.76099967956543	150	2.3942068	1.1340001	3.2724528	-5.647	10.514	0.6990094184875488
c19norep109	chr19	32345648	32345777	+	ENST00000311921	129	1	150	exonic	129	2.8143954	2.01	2.5450118	-2.26	9.493	145	1.6088690757751465	0.8019999861717224	3.88175630569458	-11.104999542236328	11.607999801635742	150	1.5120265	0.7515	2.5715752	-6.861	11.41	1.205526351928711
c19norep110	chr19	32643335	32644355	-	ENST00000306065	162	4	150	exonic	902	0.6286208	-0.026	3.6961923	-15.955	11.821	150	4.085373401641846	3.0209999084472656	4.510046005249023	-20.0	11.836999893188477	150	2.6173398	1.5250001	4.5268745	-15.176	11.698	-3.4567525386810303
c19norep111	chr19	32675929	32676001	+	ENST00000334176	72	1	150	exonic	72	0.9702638	0.4205	2.421461	-3.381	10.563	150	0.5243799686431885	0.2695000171661377	2.0542473793029785	-6.2170000076293945	8.718000411987305	150	0.29669333	0.123500004	1.7115424	-6.107	8.907	0.4458838105201721
c19riboseqorf67	chr19	32959971	32971914	-	ENST00000305768	273	3	150	exonic	11631	-0.3154652	-0.131	1.794476	-15.955	11.554	150	-0.27927330136299133	-0.2084999978542328	2.932053804397583	-11.961999893188477	7.789000034332275	150	0.56445986	0.107999995	3.268965	-13.593	10.772	-0.8799250721931458
c19norep112	chr19	32971083	32971239	-	ENST00000591863	156	1	150	exonic	156	-0.08714102	0.02	1.1623653	-7.085	2.792	150	0.17731334269046783	0.08449999988079071	1.2859059572219849	-5.804999828338623	4.909999847412109	150	-0.7165	-0.5335	1.5317241	-5.864	4.715	-0.26445436477661133
c19norep113	chr19	32971539	32971914	-	ENST00000591863	178	2	150	exonic	339	0.17220654	-0.031	2.1815202	-6.831	10.904	150	-0.27927330136299133	-0.2084999978542328	2.932053804397583	-11.961999893188477	7.789000034332275	148	-0.007878384	0.0045000003	0.8063833	-3.321	1.782	0.18008491396903992
c19riboseqorf68	chr19	32972274	32972337	+	ENST00000588258	63	1	150	exonic	63	-1.4120795	-1.158	1.6710453	-4.941	1.476	150	-0.42068666219711304	-0.16099999845027924	3.0387775897979736	-13.517000198364258	9.494000434875488	140	0.0543357	0.061499998	1.235082	-3.707	5.024	-1.4664151668548584
c19norep114	chr19	32973215	32973458	+	ENST00000588258	120	2	150	exonic	243	2.0469673	0.516	3.7586515	-7.025	11.565	150	0.2267266809940338	-0.03200000151991844	2.3171935081481934	-5.039000034332275	11.515999794006348	150	3.3942065	1.8625	3.9897308	-6.695	11.547	-1.3472392559051514
c19riboseqorf69	chr19	33303155	33303383	+	ENST00000592982	228	1	150	exonic	228	0.6146667	0.3165	2.889312	-13.347	10.419	150	-0.16303999722003937	-0.03550000116229057	1.4034912586212158	-7.011000156402588	3.4760000705718994	150	0.011439998	0.041500002	1.6209637	-10.68	6.796	0.6032267212867737
c19norep115	chr19	33379309	33379468	+	ENST00000284000	159	1	150	exonic	159	5.99627	7.471	5.112836	-9.455	11.91	150	3.250053644180298	2.0834999084472656	3.811495780944824	-7.5879998207092285	11.925000190734863	150	6.6898665	7.704	4.7367663	-8.352	11.881	-0.693596363067627
c19norep116	chr19	33684743	33684860	+	ENST00000262622	117	1	150	exonic	117	1.5761793	1.169	3.0407887	-7.376	11.797	150	3.284480094909668	2.7365000247955322	3.334341287612915	-7.249000072479248	11.486000061035156	150	3.47286	2.922	3.5048616	-12.018	11.816	-1.8966808319091797
c19norep117	chr19	33685043	33689187	+	ENST00000262622	168	2	150	exonic	4128	-0.04821706	-0.074	2.109137	-20.0	11.809	150	2.71671986579895	2.203000068664551	3.427142381668091	-12.017999649047852	11.815999984741211	150	3.4833	3.2955	4.307807	-9.821	11.903	-3.5315170288085938
c19norep118	chr19	34194531	34196643	+	ENST00000544216	120	2	150	exonic	2111	0.55280864	0.144	2.3139844	-10.625	11.653	150	2.7152202129364014	1.4895000457763672	3.7130796909332275	-3.5480000972747803	11.449000358581543	150	5.1409802	5.8735	4.375077	-4.167	11.653	-4.588171482086182
c19riboseqorf70	chr19	34299771	34299843	+	ENST00000299505	72	1	150	exonic	72	3.9269164	3.2765	3.5610762	-7.023	11.21	150	3.2898199558258057	2.7204999923706055	3.0918679237365723	-2.5	11.810999870300293	150	2.6119466	1.9530001	2.681437	-2.1	11.822	0.6370964050292969
c19riboseqorf71	chr19	34300213	34300282	+	ENST00000299505	69	1	150	exonic	69	2.378652	1.804	2.2105536	-3.269	7.905	150	3.7576870918273926	3.2894999980926514	2.686411142349243	-0.5049999952316284	11.217000007629395	150	3.18066	2.8404999	2.7402325	-1.345	11.229	-1.3790349960327148
c19riboseqorf72	chr19	34300331	34300403	+	ENST00000299505	72	1	150	exonic	72	4.800125	4.9615	2.6038237	0.001	11.229	150	2.289680004119873	1.7714999914169312	2.173374891281128	-3.2690000534057617	7.90500020980835	150	5.0277934	4.2825003	4.4903746	-4.537	11.846	-0.22766828536987305
c19norep119	chr19	34577426	34577671	-	ENST00000595013	159	2	150	exonic	245	-0.22230612	-0.178	0.96078795	-4.544	2.166	150	-0.32549330592155457	-0.18050000071525574	1.2040228843688965	-8.70300006866455	2.0390000343322754	150	-0.14780667	-0.154	0.89177275	-3.596	2.066	-0.07449944317340851
c19norep120	chr19	34677973	34678066	+	ENST00000505242	93	1	150	exonic	93	-1.6458495	-0.933	2.1895664	-8.243	1.812	150	-0.9630132913589478	-0.7319999933242798	1.5652501583099365	-6.90500020980835	3.193000078201294	116	-0.56981033	-0.3375	1.208077	-4.718	3.641	-1.0760390758514404
c19riboseqorf73	chr19	34772938	34773073	-	ENST00000329285	135	1	150	exonic	135	-1.335	-0.647	1.9879861	-13.12	0.999	150	-2.6300132274627686	-1.8029999732971191	2.8776779174804688	-20.0	1.930999994277954	150	-1.0089533	-0.6865	1.8509266	-8.672	2.922	-0.3260467052459717
c19norep121	chr19	34927212	34929903	+	ENST00000439785	90	2	150	exonic	2691	-0.9301457	-0.435	1.830968	-20.0	3.324	150	-0.7485000491142273	-0.5049999952316284	1.270887017250061	-5.76800012588501	1.8250000476837158	150	-3.5488136	-2.55	4.061102	-20.0	4.427	-0.18164563179016113
c19norep122	chr19	35248531	35248711	+	ENST00000602122	180	1	150	exonic	180	1.594972	0.97650003	3.0529892	-4.55	11.315	150	1.4255800247192383	0.7120000123977661	3.0882060527801514	-6.421000003814697	11.32800006866455	150	1.0653332	0.1975	2.977274	-4.436	11.335	0.16939198970794678
c19norep123	chr19	35409013	35409118	+	ENST00000536898	96	1	150	exonic	96	-0.37838542	-0.1755	0.99157876	-4.889	1.495	139	-0.4357050657272339	-0.328000009059906	0.9997568130493164	-3.5959999561309814	1.1970000267028809	150	-0.041706655	-0.0055	1.0296555	-4.871	3.271	-0.33667877316474915
c19norep124	chr19	35505722	35510200	-	ENST00000462126	169	3	150	exonic	4444	-0.3181816	-0.132	1.9264721	-12.873	10.879	150	-0.5192999839782715	-0.2979999780654907	2.1121582984924316	-11.776000022888184	6.826000213623047	150	-0.15969333	-0.2195	1.9606267	-4.603	10.879	-0.15848827362060547
c19norep125	chr19	35505722	35512428	-	ENST00000451297	402	6	150	exonic	6670	-0.44813567	-0.17	2.0955539	-20.0	11.089	144	0.4564236104488373	0.23499998450279236	2.412395477294922	-5.892000198364258	7.914999961853027	150	-0.15969333	-0.2195	1.9606267	-4.603	10.879	-0.9045592546463013
c19riboseqorf74	chr19	35505722	35512428	-	ENST00000339686	453	7	150	exonic	6670	-0.44813567	-0.17	2.0955539	-20.0	11.089	144	0.4564236104488373	0.23499998450279236	2.412395477294922	-5.892000198364258	7.914999961853027	150	-0.15969333	-0.2195	1.9606267	-4.603	10.879	-0.9045592546463013
c19norep126	chr19	35505985	35512428	-	ENST00000429837	240	6	150	exonic	6410	-0.5194387	-0.192	2.0118606	-20.0	11.089	144	0.4564236104488373	0.23499998450279236	2.412395477294922	-5.892000198364258	7.914999961853027	147	0.880034	0.067	3.0417287	-7.845	10.879	-1.399472713470459
c19norep127	chr19	35508206	35512428	-	ENST00000419602	213	5	150	exonic	4201	-0.5163892	-0.189	2.0997481	-20.0	11.089	144	0.4564236104488373	0.23499998450279236	2.412395477294922	-5.892000198364258	7.914999961853027	150	-0.5353133	-0.2175	1.3583325	-6.412	2.561	-0.9728127717971802
c19norep128	chr19	35541569	35541912	-	ENST00000589137	177	2	150	exonic	343	-0.2338134	-0.083	1.1988366	-5.217	3.473	150	-0.38334664702415466	-0.20899999141693115	1.3302035331726074	-7.184000015258789	2.631999969482422	150	-0.34714666	-0.192	1.1847564	-5.259	2.36	0.11333325505256653
c19norep129	chr19	35541963	35542029	-	ENST00000589137	66	1	150	exonic	66	-0.4540152	-0.23949999	1.2341818	-4.596	2.597	150	-0.36624664068222046	-0.1770000010728836	1.3001580238342285	-6.427999973297119	2.4670000076293945	150	-0.17413333	-0.021	1.209164	-7.184	2.632	-0.27988186478614807
c19norep130	chr19	35542911	35542992	-	ENST00000589137	81	1	150	exonic	81	3.3695185	2.248	4.690563	-5.843	11.869	150	1.608446717262268	0.6100000143051147	3.592833995819092	-7.938000202178955	11.871000289916992	115	-0.29433042	-0.175	1.4246835	-6.934	2.878	1.761071801185608
c19norep131	chr19	35544883	35545000	-	ENST00000590717	117	1	150	exonic	117	3.2965386	2.112	4.361157	-13.47	11.787	150	2.0206000804901123	0.12250000238418579	4.257877826690674	-5.085999965667725	11.770999908447266	150	-0.20806666	-0.035	1.2622029	-6.724	3.989	1.2759385108947754
c19riboseqorf75	chr19	35545153	35545489	-	ENST00000590717	336	1	150	exonic	336	-0.3221399	-0.1695	2.1820977	-12.925	11.085	150	0.7372534275054932	0.18199999630451202	2.3206050395965576	-5.15500020980835	8.562999725341797	150	2.1053336	0.143	4.296513	-5.086	11.771	-2.427473545074463
c19norep132	chr19	35759411	35759795	+	ENST00000396908	66	2	150	exonic	384	0.375513	0.103	1.742276	-9.139	8.765	150	0.35775333642959595	0.09399999678134918	1.367422103881836	-2.2780001163482666	8.062000274658203	150	1.57626	0.967	2.0432112	-2.339	9.612	-1.200747013092041
c19riboseqorf76	chr19	35775583	35775643	+	ENST00000314737	60	1	150	exonic	60	3.1627831	2.309	2.9186637	-0.419	10.741	150	2.7267467975616455	1.814500093460083	3.0793023109436035	-3.9719998836517334	10.881999969482422	150	2.7052531	2.274	3.3480442	-20.0	10.532	0.4360363483428955
c19norep133	chr19	35936855	35936963	+	ENST00000246529	108	1	150	exonic	108	1.7449075	1.4054999	1.7003117	-1.427	6.535	150	1.406333327293396	1.0295000076293945	1.8408159017562866	-4.322000026702881	8.670999526977539	150	1.5683799	1.05	1.7860432	-3.004	8.187	0.17652761936187744
c19norep134	chr19	35937227	35937341	+	ENST00000246529	114	1	150	exonic	114	0.6832193	0.4975	1.1490216	-3.893	5.805	150	1.8444000482559204	1.6705000400543213	1.6753671169281006	-3.003999948501587	6.785999774932861	150	0.83023995	0.555	1.688409	-5.132	6.497	-1.1611807346343994
c19norep135	chr19	36019341	36045917	+	ENST00000586962	244	2	150	exonic	25899	0.08163631	-0.026	2.03357	-20.0	11.737	145	5.099896430969238	6.535999774932861	4.688992023468018	-12.267999649047852	11.789999961853027	150	0.11596001	0.079500005	1.2751335	-3.042	4.084	-5.0182600021362305
c19riboseqorf77	chr19	36114934	36115024	-	ENST00000586789	90	1	150	exonic	90	-0.60623336	-0.2755	2.3845394	-9.42	6.837	150	-0.5773866772651672	-0.2084999978542328	1.3823013305664062	-6.810999870300293	1.3899999856948853	150	2.6414866	1.1524999	4.785162	-15.955	11.702	-3.2477200031280518
c19riboseqorf78	chr19	36115085	36115211	-	ENST00000586439	126	1	150	exonic	126	-0.5954207	-0.146	1.90574	-8.172	3.745	150	0.340859979391098	0.026000000536441803	2.248800277709961	-5.410999774932861	8.967000007629395	150	-0.52336	-0.2095	1.9694275	-9.42	6.837	-0.9362807273864746
c19norep136	chr19	36115209	36115323	+	ENST00000593075	114	1	150	exonic	114	0.11618422	0.009	2.030828	-5.411	6.638	150	-0.5609800219535828	-0.13199999928474426	1.7510402202606201	-8.17199993133545	3.3459999561309814	150	0.80806667	0.2085	2.9305515	-5.52	11.634	-0.6918824315071106
c19riboseqorf79	chr19	36194312	36214901	-	ENST00000392173	231	4	150	exonic	20279	-0.37052006	-0.143	1.5613692	-15.256	10.475	150	0.8298333883285522	0.24649998545646667	2.4694039821624756	-7.75	10.201000213623047	150	0.18951999	-0.0975	3.0765584	-9.393	10.34	-1.2003533840179443
c19riboseqorf80	chr19	36235728	36235818	+	ENST00000443387	90	1	150	exonic	90	-0.9793555	-0.087	3.1523929	-15.256	4.568	150	-0.22181999683380127	0.0	2.3359804153442383	-8.687000274658203	6.51800012588501	150	-1.6307865	-0.5235	2.8745239	-12.622	5.378	-0.7575355172157288
c19riboseqorf81	chr19	36236033	36236153	+	ENST00000443387	120	1	150	exonic	120	-3.2964253	-1.5405	5.1659307	-20.0	5.188	150	-1.8320666551589966	-0.8529999852180481	3.160740613937378	-20.0	5.377999782562256	150	-1.0515733	-0.2565	2.3799012	-11.266	4.119	-2.244852066040039
c19riboseqorf82	chr19	36236265	36236337	+	ENST00000443387	72	1	150	exonic	72	-1.3121805	-0.8275	2.4591188	-12.599	3.334	150	-1.431793451309204	-0.2750000059604645	3.3544363975524902	-20.0	4.558000087738037	150	-1.3971934	0.026999999	5.1351624	-20.0	8.994	0.08501291275024414
c19riboseqorf83	chr19	36236346	36236418	+	ENST00000443387	72	1	150	exonic	72	-1.5658888	-0.0865	5.26979	-20.0	7.737	150	-0.8432333469390869	-0.2750000059604645	2.123040199279785	-12.598999977111816	3.4609999656677246	150	-1.4260867	-0.098000005	6.4247203	-20.0	10.939	-0.7226554155349731
c19riboseqorf84	chr19	36321330	36330310	-	ENST00000449434	123	3	150	exonic	8869	-0.11773096	0.144	1.065351	-20.0	3.602	150	-0.060520000755786896	0.14399999380111694	0.518649160861969	-2.671999931335449	0.18700000643730164	150	-0.063426666	0.0085	0.98750925	-3.251	1.97	-0.05721095949411392
c19riboseqorf85	chr19	36321330	36330310	-	ENST00000590622	180	4	150	exonic	8869	-0.11773096	0.144	1.065351	-20.0	3.602	150	-0.060520000755786896	0.14399999380111694	0.518649160861969	-2.671999931335449	0.18700000643730164	150	-0.063426666	0.0085	0.98750925	-3.251	1.97	-0.05721095949411392
