chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	strand_cds	gene_name	cds_frame	cds_end_pos	matched_frame_score	max_frame_score	start_region_score	window_max_score	phylop_mean	extension_frame	extension_length	genome_coords
2	74969422	74969446	ENST00000483063_1	24	+	74969422	74969446	0	1	24	0	ENST00000483063	24	+	POLE4	0	74969419	-19.37670821448167	-19.37670821448167	-19.313733371098838		1.213124996672074	1	24	2:74969422-74969446
2	75655285	75655291	ENST00000393909_1	6	+	75655285	75655291	0	1	6	0	ENST00000393909	6	+	MRPL19	0	75655282	-12.884833415349325	-12.884833415349325	-12.884833415349325		0.8508333389957746	1	6	2:75655285-75655291
2	84906423	84906525	ENST00000233143_1	102	+	84906423	84906525	0	1	102	0	ENST00000233143	102	+	TMSB10	0	84906420	-11.244117638753618	-9.360490227446837	-22.522199630737305	-1.1473999857902526	3.311058825886279	1	102	2:84906423-84906525
2	85053409	85053493	ENST00000409785_1	84	+	85053409	85053493	0	1	84	0	ENST00000409785	84	+	KCMF1	0	85053406	-4.397321443749769	0.2578690229427247	-14.26193364461263	1.1879000037908554	7.954678581717114	1	84	2:85053409-85053493
2	85543772	85543781	ENST00000306434_1	9	+	85543772	85543781	0	1	9	0	ENST00000306434	9	+	MAT2A	0	85543769	-2.0732222663031683	0.03177775277031793	-2.0732222663031683		9.389444404178196	1	9	2:85543772-85543781
2	85597504	85597519	ENST00000306368_1	15	+	85597504	85597519	0	1	15	0	ENST00000306368	15	+	RNF181	0	85597501	-35.168466313680014	-18.772333590189614	-35.168466313680014		0.9769333432118098	1	15	2:85597504-85597519
2	85648808	85649021	ENST00000323701_1	213	+	85648808	85649021	0	1	213	0	ENST00000323701	213	+	USP39	0	85648805	-25.332319387527697	-25.332319387527697	-11.365066742897033	-17.97050006786982	-0.2359624426689506	1	213	2:85648808-85649021
2	88750078	88750162	ENST00000283646_1	84	+	88750078	88750162	0	1	84	0	ENST00000283646	84	+	RPIA	0	88750075	-9.604988167683283	-9.604988167683283	-14.325799942016602	-2.3763000845909117	1.3149761828993047	1	84	2:88750078-88750162
2	95412957	95412984	ENST00000233379_1	27	+	95412957	95412984	0	1	27	0	ENST00000233379	27	+	FAHD2A	0	95412954	-38.07855490843455	-24.231888466411167	-51.973798751831055		-0.41855556186702514	1	27	2:95412957-95412984
2	96373351	96373531	ENST00000240423_1	180	+	96373351	96373531	0	1	180	0	ENST00000240423	180	+	NCAPH	0	96373348	-26.295872331658998	-26.295872331658998	-36.82666775385539	-5.2630000650882724	-0.5658166691550933	1	180	2:96373351-96373531
2	96809517	96809631	ENST00000377075_1	114	+	96809517	96809631	0	1	114	0	ENST00000377075	114	+	CNNM4	0	96809514	-9.977868321694826	-9.977868321694826	-2.6983999252319335	5.859100091457367	3.6246578927854434	1	114	2:96809517-96809631
2	99399414	99399444	ENST00000289371_1	30	+	99399414	99399444	0	1	30	0	ENST00000289371	30	+	EIF5B	0	99399411	-14.899900007247926	-14.243799988428751	-17.307799911499025	-14.899900007247926	2.2034666616469623	1	30	2:99399414-99399444
2	100576496	100576592	ENST00000264254_1	96	+	100576496	100576592	0	1	96	0	ENST00000264254	96	+	PDCL3	0	100576493	-29.97118766978383	-29.97118766978383	-17.029666352272034	-27.042099996407828	0.03943750083756944	1	96	2:100576496-100576592
2	107890731	107890791	ENST00000408999_1	60	+	107890731	107890791	0	1	60	0	ENST00000408999	60	+	RGPD4	0	107890728	6.977499981224537	6.977499981224537	9.981800079345703	10.95290002822876	5.050549909286201	1	60	2:107890731-107890791
2	112528795	112528936	ENST00000233336_1	141	+	112528795	112528936	0	1	141	0	ENST00000233336	141	+	TTL	0	112528792	-25.06982980890477	-25.02355336635671	-14.315266799926757	-13.860999965667725	-0.007397162510042495	1	141	2:112528795-112528936
2	113957455	113957482	ENST00000263238_1	27	+	113957455	113957482	0	1	27	0	ENST00000263238	27	+	ACTR3	0	113957452	-10.68766681353251	-10.68766681353251	-10.2120667775472		3.3475185422985643	1	27	2:113957455-113957482
2	117830724	117830748	ENST00000263239_1	24	+	117830724	117830748	0	1	24	0	ENST00000263239	24	+	DDX18	0	117830721	-25.212124526500702	-17.483624974886578	-21.954999351501463		-0.6999583380917708	1	24	2:117830724-117830748
2	131264683	131264902	ENST00000683005_1	219	+	131264683	131264902	0	1	219	0	ENST00000683005	219	+	POTEE	0	131264680	NaN	NaN	NaN	NaN	2.902127865876271	1	219	2:131264683-131264902
2	159767342	159767372	ENST00000409175_1	30	+	159767342	159767372	0	1	30	0	ENST00000409175	30	+	MARCHF7	0	159767339	-12.603433131674926	-12.603433131674926	-15.481399543086688	-12.603433131674926	4.729700046777725	1	30	2:159767342-159767372
2	168769662	168769719	ENST00000305747_1	57	+	168769662	168769719	0	1	57	0	ENST00000305747	57	+	CERS6	0	168769659	-11.819473613249627	-11.819473613249627	-16.26480007171631	-7.160599973797798	3.7107193263476357	1	57	2:168769662-168769719
2	169637523	169637565	ENST00000260970_1	42	+	169637523	169637565	0	1	42	0	ENST00000260970	42	+	PPIG	0	169637520	-19.893000074795314	-12.747833166803632	-21.426599979400635	-17.605500292778014	3.08240477048925	1	42	2:169637523-169637565
2	169811756	169811786	ENST00000260956_1	30	+	169811756	169811786	0	1	30	0	ENST00000260956	30	+	SSB	0	169811753	-24.68636678059896	-24.68636678059896	-23.211066659291586	-24.68636678059896	2.2483333081007	1	30	2:169811756-169811786
2	170966130	170966136	ENST00000234160_1	6	+	170966130	170966136	0	1	6	0	ENST00000234160	6	+	GORASP2	0	170966127	1.5970001220703125	1.5970001220703125	1.5970001220703125		2.1298333257436752	1	6	2:170966130-170966136
2	171747889	171747910	ENST00000397119_1	21	+	171747889	171747910	0	1	21	0	ENST00000397119	21	+	DYNC1I2	0	171747886	-41.3609995160784	-23.92857132639204	-48.01173286437988		0.756380943714508	1	21	2:171747889-171747910
2	171983352	171983475	ENST00000264108_1	123	+	171983352	171983475	0	1	123	0	ENST00000264108	123	+	HAT1	0	171983349	-15.723121879304328	-10.749804853908415	-35.88099918365479	-7.008399954438209	3.2819430935357476	1	123	2:171983352-171983475
2	176094730	176094760	ENST00000392539_1	30	+	176094730	176094760	0	1	30	0	ENST00000392539	30	+	HOXD13	0	176094727	-9.765733564645052	-9.765733564645052	-4.923266744613647	-9.765733564645052	2.303899982571602	1	30	2:176094730-176094760
2	183161131	183161173	ENST00000295119_1	42	+	183161131	183161173	0	1	42	0	ENST00000295119	42	+	NUP35	0	183161128	-19.98981002966563	-12.519523704335803	-15.990067211786906	-22.53406718571981	0.8215476307530134	1	42	2:183161131-183161173
2	186508733	186508751	ENST00000337859_1	18	+	186508733	186508751	0	1	18	0	ENST00000337859	18	+	ZC3H15	0	186508730	-11.960111141204834	-11.960111141204834	-12.02880007425944		1.4073333369774952	1	18	2:186508733-186508751
2	189475417	189475477	ENST00000314761_1	60	+	189475417	189475477	0	1	60	0	ENST00000314761	60	+	WDR75	0	189475414	-37.83746634324392	-34.98066625595093	-40.92733376820882	-33.04549927711487	-0.2825666657028099	1	60	2:189475417-189475477
2	191423960	191424002	ENST00000392318_1	42	+	191423960	191424002	0	1	42	0	ENST00000392318	42	+	MYO1B	0	191423957	-34.480404768671306	-5.20042850290026	-49.66706743240356	-24.63936631679535	1.4179047484483038	1	42	2:191423960-191424002
2	197503259	197503334	ENST00000233893_1	75	+	197503259	197503334	0	1	75	0	ENST00000233893	75	+	HSPE1	0	197503256	-8.103293335437774	-8.103293335437774	-21.37906665802002	-3.651600044965744	3.29112000470981	1	75	2:197503259-197503334
2	201085615	201085621	ENST00000237889_1	6	+	201085615	201085621	0	1	6	0	ENST00000237889	6	+	NDUFB3	0	201085612	-22.90516750017802	-22.705333868662517	-22.90516750017802		2.2463333954413733	1	6	2:201085615-201085621
2	206162883	206162913	ENST00000392222_1	30	+	206162883	206162913	0	1	30	0	ENST00000392222	30	+	EEF1B2	0	206162880	-24.640399646759032	-24.640399646759032	-24.933999729156493	-24.640399646759032	1.8219999939203262	1	30	2:206162883-206162913
2	216205202	216205226	ENST00000392132_1	24	+	216205202	216205226	0	1	24	0	ENST00000392132	24	+	XRCC5	0	216205199	-19.78404156366984	-17.49662501613299	-26.135400136311848		0.015874995850026608	1	24	2:216205202-216205226
2	216501404	216501518	ENST00000491306_1	114	+	216501404	216501518	0	1	114	0	ENST00000491306	114	+	RPL37A	0	216501401	-16.735386112149346	-16.735386112149346	-1.1700667540232341	-5.774400214850902	1.1951140179053734	1	114	2:216501404-216501518
2	218253915	218253927	ENST00000315717_1	12	+	218253915	218253927	0	1	12	0	ENST00000315717	12	+	ARPC2	0	218253912	-7.572499990463257	2.1134166320165	-7.572499990463257		3.447000061472257	1	12	2:218253915-218253927
2	219271699	219271897	ENST00000490341_1	198	+	219271699	219271897	0	1	198	0	ENST00000490341	198	+	TUBA4B	0	219271696	22.446939284753316	22.446939284753316	35.354733022054035	32.995600032806394	3.562641385735737	1	198	2:219271699-219271897
2	223967034	223967064	ENST00000258383_1	30	+	223967034	223967064	0	1	30	0	ENST00000258383	30	+	MRPL44	0	223967031	-27.325600099563598	-13.253400123119354	-34.973799800872804	-27.325600099563598	-0.7486000134299199	1	30	2:223967034-223967064
2	230878099	230878210	ENST00000326427_1	111	+	230878099	230878210	0	1	111	0	ENST00000326427	111	+	ITM2C	0	230878096	-23.12489201303001	-20.80649562998935	-22.830066394805907	-16.581000024080275	0.1187477573272059	1	111	2:230878099-230878210
2	232681719	232681728	ENST00000264059_1	9	+	232681719	232681728	0	1	9	0	ENST00000264059	9	+	EFHD1	0	232681716	-40.53766663869222	-26.64899977048238	-40.53766663869222		-1.2295555286109447	1	9	2:232681719-232681728
2	237097742	237097838	ENST00000354371_1	96	+	237097742	237097838	0	1	96	0	ENST00000354371	96	+	COPS8	0	237097739	-16.245552078510325	-16.245552078510325	-26.23679974873861	-8.38979992866516	0.41754165895205614	1	96	2:237097742-237097838
2	3498866	3498962	ENST00000327435_1	96	-	3498866	3498962	0	1	96	0	ENST00000327435	96	-	ADI1	0	3498965								2:3498866-3498962
2	3545775	3545784	ENST00000658393_1	9	-	3545775	3545784	0	1	9	0	ENST00000658393	9	-	ENSG00000286905	0	3545787								2:3545775-3545784
2	3545775	3545784	ENST00000315212_1	9	-	3545775	3545784	0	1	9	0	ENST00000315212	9	-	RNASEH1	0	3545787								2:3545775-3545784
2	10440708	10440723	ENST00000234111_1	15	-	10440708	10440723	0	1	15	0	ENST00000234111	15	-	ODC1	0	10440726								2:10440708-10440723
2	10784167	10784257	ENST00000272227_1	90	-	10784167	10784257	0	1	90	0	ENST00000272227	90	-	PDIA6	0	10784260								2:10784167-10784257
2	11183274	11183436	ENST00000315872_1	162	-	11183274	11183436	0	1	162	0	ENST00000315872	162	-	ROCK2	0	11183439								2:11183274-11183436
2	24790398	24790410	ENST00000328379_1	12	-	24790398	24790410	0	1	12	0	ENST00000328379	12	-	PTRHD1	0	24790413								2:24790398-24790410
2	27326554	27326674	ENST00000264720_1	120	-	27326554	27326674	0	1	120	0	ENST00000264720	120	-	GTF3C2	0	27326677								2:27326554-27326674
2	27381571	27381598	ENST00000344034_1	27	-	27381571	27381598	0	1	27	0	ENST00000344034	27	-	PPM1G	0	27381601								2:27381571-27381598
2	31868297	31868360	ENST00000404530_1	63	-	31868297	31868360	0	1	63	0	ENST00000404530	63	-	MEMO1	0	31868363								2:31868297-31868360
2	32024156	32024183	ENST00000342166_1	27	-	32024156	32024183	0	1	27	0	ENST00000342166	27	-	DPY30	0	32024186								2:32024156-32024183
2	33584727	33584775	ENST00000238823_1	48	-	33584727	33584775	0	1	48	0	ENST00000238823	48	-	FAM98A	0	33584778								2:33584727-33584775
2	36553105	36553162	ENST00000405912_1	57	-	36553105	36553162	0	1	57	0	ENST00000405912	57	-	FEZ2	0	36553165								2:36553105-36553162
2	37107242	37107272	ENST00000233057_1	30	-	37107242	37107272	0	1	30	0	ENST00000233057	30	-	EIF2AK2	0	37107275								2:37107242-37107272
2	38295936	38295993	ENST00000378954_1	57	-	38295936	38295993	0	1	57	0	ENST00000378954	57	-	ATL2	0	38295996								2:38295936-38295993
2	38745069	38745132	ENST00000313117_1	63	-	38745069	38745132	0	1	63	0	ENST00000313117	63	-	SRSF7	0	38745135								2:38745069-38745132
2	42351152	42351218	ENST00000234301_1	66	-	42351152	42351218	0	1	66	0	ENST00000234301	66	-	COX7A2L	0	42351221								2:42351152-42351218
2	43224075	43224318	ENST00000282388_1	243	-	43224075	43224318	0	1	243	0	ENST00000282388	243	-	ZFP36L2	0	43224321								2:43224075-43224318
2	46905417	46905462	ENST00000319466_1	45	-	46905417	46905462	0	1	45	0	ENST00000319466	45	-	MCFD2	0	46905465								2:46905417-46905462
2	54973140	54973155	ENST00000337526_1	15	-	54973140	54973155	0	1	15	0	ENST00000337526	15	-	RTN4	0	54973158								2:54973140-54973155
2	61478738	61478819	ENST00000401558_1	81	-	61478738	61478819	0	1	81	0	ENST00000401558	81	-	XPO1	0	61478822								2:61478738-61478819
2	61868682	61868691	ENST00000394440_1	9	-	61868682	61868691	0	1	9	0	ENST00000394440	9	-	CCT4	0	61868694								2:61868682-61868691
2	65088447	65088492	ENST00000409784_1	45	-	65088447	65088492	0	1	45	0	ENST00000409784	45	-	RAB1A	0	65088495								2:65088447-65088492
2	68042819	68042888	ENST00000410067_1	69	-	68042819	68042888	0	1	69	0	ENST00000410067	69	-	C1D	0	68042891								2:68042819-68042888
2	68180911	68180962	ENST00000234310_1	51	-	68180911	68180962	0	1	51	0	ENST00000234310	51	-	PPP3R1	0	68180965								2:68180911-68180962
2	69326110	69326188	ENST00000357308_1	78	-	69326110	69326188	0	1	78	0	ENST00000357308	78	-	GFPT1	0	69326191								2:69326110-69326188
2	70281573	70281633	ENST00000272348_1	60	-	70281573	70281633	0	1	60	0	ENST00000272348	60	-	SNRPG	0	70281636								2:70281573-70281633
2	74156489	74156567	ENST00000396049_1	78	-	74156489	74156567	0	1	78	0	ENST00000396049	78	-	MOB1A	0	74156570								2:74156489-74156567
2	74526706	74526799	ENST00000377526_1	93	-	74526706	74526799	0	1	93	0	ENST00000377526	93	-	AUP1	0	74526802								2:74526706-74526799
2	84423703	84423745	ENST00000393868_1	42	-	84423703	84423745	0	1	42	0	ENST00000393868	42	-	SUCLG1	0	84423748								2:84423703-84423745
2	85322603	85322735	ENST00000377386_1	132	-	85322603	85322735	0	1	132	0	ENST00000377386	132	-	TGOLN2	0	85322738								2:85322603-85322735
2	86027377	86027422	ENST00000263857_1	45	-	86027377	86027422	0	1	45	0	ENST00000263857	45	-	POLR1A	0	86027425								2:86027377-86027422
2	95087218	95087356	ENST00000272418_1	138	-	95087218	95087356	0	1	138	0	ENST00000272418	138	-	MRPS5	0	95087359								2:95087218-95087356
2	96186714	96186729	ENST00000337288_1	15	-	96186714	96186729	0	1	15	0	ENST00000337288	15	-	STARD7	0	96186732								2:96186714-96186729
2	96274963	96275011	ENST00000323853_1	48	-	96274963	96275011	0	1	48	0	ENST00000323853	48	-	SNRNP200	0	96275014								2:96274963-96275011
2	97083724	97083754	ENST00000414820_1	30	-	97083724	97083754	0	1	30	0	ENST00000414820	30	-	FAHD2B	0	97083757								2:97083724-97083754
2	98600697	98600751	ENST00000328709_1	54	-	98600697	98600751	0	1	54	0	ENST00000328709	54	-	COA5	0	98600754								2:98600697-98600751
2	99319447	99319681	ENST00000264255_1	234	-	99319447	99319681	0	1	234	0	ENST00000264255	234	-	TXNDC9	0	99319684								2:99319447-99319681
2	106405158	106405218	ENST00000409886_1	60	-	106405158	106405218	0	1	60	0	ENST00000409886	60	-	RGPD3	0	106405221								2:106405158-106405218
2	113715190	113717774	ENST00000245680_1	27	-	113715190	113717774	0	2	5,22	0,2562	ENST00000245680	2584	-	SLC35F5	0	113717777								2:113715190-113717774
2	120221626	120221923	ENST00000426077_1	297	-	120221626	120221923	0	1	297	0	ENST00000426077	297	-	TMEM185B	0	120221926								2:120221626-120221923
2	121727654	121727723	ENST00000285814_1	69	-	121727654	121727723	0	1	69	0	ENST00000285814	69	-	NIFK	0	121727726								2:121727654-121727723
2	127257526	127257595	ENST00000285398_1	69	-	127257526	127257595	0	1	69	0	ENST00000285398	69	-	ERCC3	0	127257598								2:127257526-127257595
2	127865078	127865093	ENST00000272647_1	15	-	127865078	127865093	0	1	15	0	ENST00000272647	15	-	AMMECR1L	0	127865096								2:127865078-127865093
2	130074024	130074243	ENST00000409914_1	219	-	130074024	130074243	0	1	219	0	ENST00000409914	219	-	POTEF	0	130074246								2:130074024-130074243
2	130462596	130462815	ENST00000451531_1	219	-	130462596	130462815	0	1	219	0	ENST00000451531	219	-	POTEI	0	130462818								2:130462596-130462815
2	131483979	131484060	ENST00000309451_1	81	-	131483979	131484060	0	1	81	0	ENST00000309451	81	-	MZT2A	0	131484063								2:131483979-131484060
2	135840816	135840834	ENST00000264156_1	18	-	135840816	135840834	0	1	18	0	ENST00000264156	18	-	MCM6	0	135840837								2:135840816-135840834
2	135907207	135907315	ENST00000264161_1	108	-	135907207	135907315	0	1	108	0	ENST00000264161	108	-	DARS1	0	135907318								2:135907207-135907315
2	136114835	136114868	ENST00000241393_1	33	-	136114835	136114868	0	1	33	0	ENST00000241393	33	-	CXCR4	0	136114871								2:136114835-136114868
2	173909895	173909940	ENST00000310015_1	45	-	173909895	173909940	0	1	45	0	ENST00000310015	45	-	SP3	0	173909943								2:173909895-173909940
2	174075377	174075425	ENST00000284719_1	48	-	174075377	174075425	0	1	48	0	ENST00000284719	48	-	OLA1	0	174075428								2:174075377-174075425
2	175178272	175178287	ENST00000284727_1	15	-	175178272	175178287	0	1	15	0	ENST00000284727	15	-	ATP5MC3	0	175178290								2:175178272-175178287
2	189771673	189771766	ENST00000392349_1	93	-	189771673	189771766	0	1	93	0	ENST00000392349	93	-	ORMDL1	0	189771769								2:189771673-189771766
2	197487033	197487045	ENST00000388968_1	12	-	197487033	197487045	0	1	12	0	ENST00000388968	12	-	HSPD1	0	197487048								2:197487033-197487045
2	202207186	202207252	ENST00000392246_1	66	-	202207186	202207252	0	1	66	0	ENST00000392246	66	-	SUMO1	0	202207255								2:202207186-202207252
2	206124172	206124184	ENST00000233190_1	12	-	206124172	206124184	0	1	12	0	ENST00000233190	12	-	NDUFS1	0	206124187								2:206124172-206124184
2	208237066	208237078	ENST00000345146_1	12	-	208237066	208237078	0	1	12	0	ENST00000345146	12	-	IDH1	0	208237081								2:208237066-208237078
2	210434423	210434486	ENST00000450366_1	63	-	210434423	210434486	0	1	63	0	ENST00000450366	63	-	LANCL1	0	210434489								2:210434423-210434486
2	215361500	215361554	ENST00000354785_1	54	-	215361500	215361554	0	1	54	0	ENST00000354785	54	-	FN1	0	215361557								2:215361500-215361554
2	219539280	219539382	ENST00000243776_1	102	-	219539280	219539382	0	1	102	0	ENST00000243776	102	-	CHPF	0	219539385								2:219539280-219539382
2	222571849	222571870	ENST00000281828_1	21	-	222571849	222571870	0	1	21	0	ENST00000281828	21	-	FARSB	0	222571873								2:222571849-222571870
2	223975746	223975866	ENST00000409304_1	120	-	223975746	223975866	0	1	120	0	ENST00000409304	120	-	SERPINE2	0	223975869								2:223975746-223975866
2	231455157	231455190	ENST00000322723_1	33	-	231455157	231455190	0	1	33	0	ENST00000322723	33	-	NCL	0	231455193								2:231455157-231455190
2	239961018	239961117	ENST00000252711_1	99	-	239961018	239961117	0	1	99	0	ENST00000252711	99	-	NDUFA10	0	239961120								2:239961018-239961117
20	396690	396771	ENST00000217233_1	81	+	396690	396771	0	1	81	0	ENST00000217233	81	+	TRIB3	0	396687	-22.613333618199384	-22.613333618199384	-34.03759994506836	-7.745299971103668	0.1748518532624951	1	81	20:396690-396771
20	1165080	1165215	ENST00000335877_1	135	+	1165080	1165215	0	1	135	0	ENST00000335877	135	+	PSMF1	0	1165077	-20.41293317741818	-14.926303854695073	-6.514200019836426	-5.406899785995483	2.502192603079257	1	135	20:1165080-1165215
20	2658294	2658345	ENST00000329276_1	51	+	2658294	2658345	0	1	51	0	ENST00000329276	51	+	NOP56	0	2658291	-18.91743755340576	-18.91743755340576	-5.190399932861328	-11.228899955749512	0.16274509838252676	1	51	20:2658294-2658345
20	3047869	3047944	ENST00000380325_1	75	+	3047869	3047944	0	1	75	0	ENST00000380325	75	+	MRPS26	0	3047866	-23.709573005040486	-23.709573005040486	-11.952933311462402	-16.766799640655517	0.0861333337922891	1	75	20:3047869-3047944
20	4699982	4700030	ENST00000379440_1	48	+	4699982	4700030	0	1	48	0	ENST00000379440	48	+	PRNP	0	4699979	-29.568062466879685	-19.646645960708458	-21.83406716187795	-29.28499983549118	0.4224583294708282	1	48	20:4699982-4700030
20	16741005	16741017	ENST00000246071_1	12	+	16741005	16741017	0	1	12	0	ENST00000246071	12	+	SNRPB2	0	16741002	-14.272000312805176	-14.272000312805176	-14.272000312805176		0.5513333342969418	1	12	20:16741005-16741017
20	17607146	17607209	ENST00000246069_1	63	+	17607146	17607209	0	1	63	0	ENST00000246069	63	+	DSTN	0	17607143	-19.582190381156074	-12.128238174177351	-11.54453347524007	-15.455699920654297	3.664412711466116	1	63	20:17607146-17607209
20	18142357	18142480	ENST00000432901_1	123	+	18142357	18142480	0	1	123	0	ENST00000432901	123	+	PET117	0	18142354	-28.535284614902203	-21.2702682948694	-26.170400285720824	-23.252500036358832	0.7494227593325502	1	123	20:18142357-18142480
20	20033187	20033220	ENST00000334982_1	33	+	20033187	20033220	0	1	33	0	ENST00000334982	33	+	NAA20	0	20033184	-12.214727380058982	-8.105757424325654	-8.878000092506408	-11.394700026512146	4.345302997213421	1	33	20:20033187-20033220
20	25445991	25446111	ENST00000262460_1	120	+	25445991	25446111	0	1	120	0	ENST00000262460	120	+	GINS1	0	25445988	-25.765049919486046	-25.765049919486046	-18.1052001953125	-17.31389973163605	-0.5036578905817709	1	120	20:25445991-25446111
20	31569219	31569294	ENST00000398174_1	75	+	31569219	31569294	0	1	75	0	ENST00000398174	75	+	HM13	0	31569216	-29.45111977100372	-17.096546852588652	-56.37699928283691	-12.31839987039566	0.17953334158286452	1	75	20:31569219-31569294
20	31548049	31548079	ENST00000394552_1	30	+	31548049	31548079	0	1	30	0	ENST00000394552	30	+	MCTS2	0	31548046	-6.97940731048584	-6.97940731048584	-2.452533308664958	-6.97940731048584	0.49349999862412613	1	30	20:31548049-31548079
20	32165444	32165525	ENST00000398022_1	81	+	32165444	32165525	0	1	81	0	ENST00000398022	81	+	TM9SF4	0	32165441	-14.046394888449598	-11.618975299008099	-22.197199845314024	-0.9123000860214233	3.097654318092046	1	81	20:32165444-32165525
20	32234661	32234688	ENST00000375749_1	27	+	32234661	32234688	0	1	27	0	ENST00000375749	27	+	POFUT1	0	32234658	-24.209286008562362	-24.209286008562362	-29.453200340270996		0.16629630175453644	1	27	20:32234661-32234688
20	33853560	33853722	ENST00000217402_1	162	+	33853560	33853722	0	1	162	0	ENST00000217402	162	+	CHMP4B	0	33853557	-13.939407404926088	-11.009999929754823	-15.776599431037903	-5.083500015735626	2.8490123300364725	1	162	20:33853560-33853722
20	34078549	34079914	ENST00000246194_1	9	+	34078549	34079914	0	2	4,5	0,1360	ENST00000246194	1365	+	RALY	0	34078546	-27.42244446020477	-27.42244446020477	-2.040799856185913	4.013999938964844	0.24355750890293468	1	1365	20:34078549-34079914
20	34540624	34540657	ENST00000357156_1	33	+	34540624	34540657	0	1	33	0	ENST00000357156	33	+	DYNLRB1	0	34540621	-22.600030451109916	-19.070545587350022	-10.547533384958903	-22.63456676801046	1.45545454207582	1	33	20:34540624-34540657
20	43461063	43461111	ENST00000244020_1	48	+	43461063	43461111	0	1	48	0	ENST00000244020	48	+	SRSF6	0	43461060	-19.32425012346357	-14.899604201316833	-35.25860023498535	-11.529100070893765	4.427750006318092	1	48	20:43461063-43461111
20	43716087	43716288	ENST00000217026_1	201	+	43716087	43716288	0	1	201	0	ENST00000217026	201	+	MYBL2	0	43716084	-14.316253691911697	-14.316253691911697	-24.305399799346922	-5.806499671936035	1.122522389242861	1	201	20:43716087-43716288
20	45410140	45410296	ENST00000372710_1	156	+	45410140	45410296	0	1	156	0	ENST00000372710	156	+	DBNDD2	0	45410137	-21.994134595378853	-20.29769246165569	-6.491000239054362	-12.748600029945374	1.1528974325897603	1	156	20:45410140-45410296
20	45816767	45816836	ENST00000356455_1	69	+	45816767	45816836	0	1	69	0	ENST00000356455	69	+	UBE2C	0	45816764	-21.01279717856559	-21.01279717856559	-17.41353311538696	-15.421500396728515	0.2856521712602589	1	69	20:45816767-45816836
20	49096438	49096453	ENST00000262982_1	15	+	49096438	49096453	0	1	15	0	ENST00000262982	15	+	CSE1L	0	49096435	-12.252666600545247	-12.252666600545247	-12.252666600545247		-0.36126667459805806	1	15	20:49096438-49096453
20	49952141	49952354	ENST00000244061_1	213	+	49952141	49952354	0	1	213	0	ENST00000244061	213	+	RNF114	0	49952138	-18.004319226937675	-16.712923810169812	-17.275132783253987	-4.235800158977509	0.3699953079741763	1	213	20:49952141-49952354
20	50192071	50192110	ENST00000303004_1	39	+	50192071	50192110	0	1	39	0	ENST00000303004	39	+	CEBPB	0	50192068	-1.4167691866556804	4.709769072584235	7.692066685358683	0.2694666941960653	2.0486410160859427	1	39	20:50192071-50192110
20	50582715	50582799	ENST00000371621_1	84	+	50582715	50582799	0	1	84	0	ENST00000371621	84	+	PTPN1	0	50582712	-10.940178747688021	-10.940178747688021	-2.500599908828735	-3.2386999249458315	-0.30267856859912473	1	84	20:50582715-50582799
20	54219150	54219201	ENST00000371419_1	51	+	54219150	54219201	0	1	51	0	ENST00000371419	51	+	PFDN4	0	54219147	-9.121823268778185	-9.121823268778185	-0.5771999835968018	-6.772299814224243	5.054823554248786	1	51	20:54219150-54219201
20	56403727	56403802	ENST00000217109_1	75	+	56403727	56403802	0	1	75	0	ENST00000217109	75	+	CSTF1	0	56403724	-22.816253331502278	-18.571573088963827	-41.93800086975098	-10.00189995765686	-1.2055866537739832	1	75	20:56403727-56403802
20	57378099	57378312	ENST00000395841_1	213	+	57378099	57378312	0	1	213	0	ENST00000395841	213	+	RAE1	0	57378096	-27.407985745601252	-23.23400924393269	-33.84379949569702	-10.018300279974937	-0.40970892529877806	1	213	20:57378099-57378312
20	57407846	57407936	ENST00000356208_1	90	+	57407846	57407936	0	1	90	0	ENST00000356208	90	+	RBM38	0	57407843	-8.583275883876045	-7.656137894453673	-10.153999773661296	-0.9733001232147217	-0.6045777792938881	1	90	20:57407846-57407936
20	62308761	62308830	ENST00000253003_1	69	+	62308761	62308830	0	1	69	0	ENST00000253003	69	+	ADRM1	0	62308758	-28.156818110834468	-24.161764646277707	-24.948599791526796	-23.183499574661255	-0.91182608405749	1	69	20:62308761-62308830
20	62388466	62388502	ENST00000343986_1	36	+	62388466	62388502	0	1	36	0	ENST00000343986	36	+	RPS21	0	62388463	-32.78394422845708	-32.76725025971731	-36.485266304016115	-35.15636646648248	-0.3868611260938148	1	36	20:62388466-62388502
20	62944912	62945074	ENST00000266069_1	162	+	62944912	62945074	0	1	162	0	ENST00000266069	162	+	GID8	0	62944909	-26.36581775119657	-25.347025697429974	-15.00358336729308	-9.301300287246704	0.040345680498931974	1	162	20:62944912-62945074
20	63521879	63521921	ENST00000370179_1	42	+	63521879	63521921	0	1	42	0	ENST00000370179	42	+	PPDPF	0	63521876	-14.181881081490289	-9.80878569824355	-27.71953395207723	-9.664666597048441	-0.01933332511578642	1	42	20:63521879-63521921
20	63742990	63743197	ENST00000266077_1	207	+	63742990	63743197	0	1	207	0	ENST00000266077	207	+	SLC2A4RG	0	63742987	-12.751932329731062	-12.751932329731062	-4.676066629091898	-2.2473333279291787	-0.13337810843979098	1	207	20:63742990-63743197
