chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	transcript_id	region_length	cds_strand	cds_gene_name	cds_frame	cds_start_pos	translated_matched_frame_score	translated_max_frame_score	translated_start_region_score	translated_window_max_score	translated_phylop_mean	translated_frame	translated_length	untranslated_matched_frame_score	untranslated_max_frame_score	untranslated_start_region_score	untranslated_window_max_score	untranslated_phylop_mean	untranslated_frame	untranslated_length	cds_matched_frame_score	cds_max_frame_score	cds_start_region_score	cds_window_max_score	cds_phylop_mean	cds_length	genome_coords	translated_block_starts	translated_block_ends	untranslated_block_starts	untranslated_block_ends	cds_block_starts	cds_block_ends
17	49404892	49404991	ENST00000300408_1	99	-	49404892	49404991	0	1	99	0	ENST00000300408	99	-	PHB1		49413264	-14.45133336023851	-13.644010155489951	-3.7666001319885254	-9.12029995918274	1.120696976530422	1	99	-18.125808444946085	-18.125808444946085	-14.643266614278158	-0.5384000301361084	1.0404007114917395	3	841							17:49404892-49413264	[49404892]	[49404991]	[49404051]	[49404892]	[]	[]
17	50368049	50368091	ENST00000225969_1	42	-	50368049	50368091	0	1	42	0	ENST00000225969	42	-	MRPL27		50373170	-28.693214454821177	-19.941214233636856	-32.80979983011881	-28.0878002067407	0.9011666637712291	1	42	-25.002240352699015	-24.075016311201892	-35.15553227762381	-11.862699794769288	0.4541857916737087	1	183							17:50368049-50373170	[50368049]	[50368091]	[50367866]	[50368049]	[]	[]
17	50382855	50382987	ENST00000225972_1	132	-	50382855	50382987	0	1	132	0	ENST00000225972	132	-	LRRC59		50397317	-2.2985302620271053	-2.2985302620271053	2.473533344268799	1.7989999771118164	4.438689402699696	1	132	-20.789075787151763	-20.662425086563452	-10.320200204849243	-1.7880998700857162	1.2041075427198267	3	1618							17:50382855-50397317	[50382855]	[50382987]	[50381237]	[50382855]	[]	[]
17	54962699	54962732	ENST00000299335_1	33	-	54962699	54962732	0	1	33	0	ENST00000299335	33	-	COX11		54968646	-15.881818135579428	-15.881818135579428	-9.272199630737305	-16.18053325017293	1.4511212323312506	1	33	-26.924913909400733	-26.645114767567797	-27.45599928100904	-5.926299875974655	0.8804056186249841	3	2278							17:54962699-54968646	[54962699]	[54962732]	[54960421]	[54962699]	[]	[]
17	56939064	56939070	ENST00000240316_1	6	-	56939064	56939070	0	1	6	0	ENST00000240316	6	-	COIL		56961019	-21.257500012715656	-8.021000146865845			-0.6801666518052419	1	6	-21.693706691166167	-21.693706691166167	-4.690199788411459	-5.44699991941452	1.4558291015944897	2	866							17:56939064-56961019	[56939064]	[56939070]	[56938198]	[56939064]	[]	[]
17	57839725	57839782	ENST00000313608_1	57	-	57839725	57839782	0	1	57	0	ENST00000313608	57	-	MRPS23		57850010	-24.284210520355327	-24.284210520355327	-16.819000011682512	-19.425999954342842	-0.6532280670291042	1	57	-19.801678601477263	-19.23050969028992	-27.04273312886556	5.763000011444092	-0.20882300167157702	3	4945							17:57839725-57850010	[57839725]	[57839782]	[57834780]	[57839725]	[]	[]
17	58005701	58005746	ENST00000578794_1	45	-	58005701	58005746	0	1	45	0	ENST00000578794	45	-	ENSG00000266086		58007137	-12.235955476760864	-6.905733181039492	-6.179799683888754	-8.689066473642985	4.606222210327784	1	45	-6.800280816586602	-5.380757600946709	-19.907267411549885	5.193700069189072	6.588875486435899	3	1510							17:58005701-58007137	[58005701]	[58005746]	[57989037, 57989648, 58003650, 58004922]	[57989269, 57989796, 58004001, 58005701]	[]	[]
17	58005393	58005405	ENST00000258962_1	12	-	58005393	58005405	0	1	12	0	ENST00000258962	12	-	SRSF1		58007137	-3.0058332284291587	4.385000109672546			6.682499845822652	1	12	-15.264531468096449	-15.264531468096449	-29.07460028330485	7.336000084877014	3.4979467768809474	2	4475							17:58005393-58007137	[58005393]	[58005405]	[58000918]	[58005393]	[]	[]
17	59112201	59112276	ENST00000330137_1	75	-	59112201	59112276	0	1	75	0	ENST00000330137	75	-	SKA2		59155163	-21.22097331206004	-21.22097331206004	-26.535866991678873	-15.636499989032746	1.0902799996702621	1	75	-18.515825057128286	-17.47116123687969	-18.03086659113566	0.4166666799121433	0.34353415875952736	2	2345							17:59112201-59155163	[59112201]	[59112276]	[59109856]	[59112201]	[]	[]
17	63698443	63698551	ENST00000259006_1	108	-	63698443	63698551	0	1	108	0	ENST00000259006	108	-	LIMD2		63699298	-25.496416610148216	-20.614999998498845	-11.750799775123596	-16.31829985976219	0.2860740823865247	1	108	-22.05255914766346	-21.34216307439753	-16.723199927806853	5.046900023519993	0.9179692558594016	1	2556							17:63698443-63699298	[63698443]	[63698551]	[63695887]	[63698443]	[]	[]
17	75038925	75038931	ENST00000301587_1	6	-	75038925	75038931	0	1	6	0	ENST00000301587	6	-	ATP5PD		75042650	-17.176499605178833	-5.4620000422000885			-0.4188333327571551	1	6	-28.065856903318373	-23.731666718565283	-45.419066492716475	-17.036999678611757	0.3703015826583382	1	63							17:75038925-75042650	[75038925]	[75038931]	[75038862]	[75038925]	[]	[]
17	75136095	75136101	ENST00000409753_1	6	-	75136095	75136101	0	1	6	0	ENST00000409753	6	-	JPT1		75154397	-15.055166562398275	-15.055166562398275			-0.5514999628067017	1	6	-15.196915114535686	-14.983787758508148	-12.0118000348409	-3.5761999130249023	2.1221155723216967	2	848							17:75136095-75154397	[75136095]	[75136101]	[75135247]	[75136095]	[]	[]
17	75266487	75266739	ENST00000325102_1	252	-	75266487	75266739	0	1	252	0	ENST00000325102	252	-	MIF4GD		75270195	-22.414523788387815	-22.414523788387815	-29.409000460306803	-3.7298999547958376	-0.26629386318381876	1	252	-28.388076961842867	-23.041023168197047	-36.17353337605794	-18.538800048828126	0.7361884594035263	2	260							17:75266487-75270195	[75266487]	[75266739]	[75266227]	[75266487]	[]	[]
17	75320307	75320367	ENST00000316804_1	60	-	75320307	75320367	0	1	60	0	ENST00000316804	60	-	GRB2		75393628	-19.67783340377112	-13.28880004286766	-24.48566705385844	-14.19999989196658	1.6286166680355867	1	60	-18.499434556772908	-17.705334294274717	-13.399399669965108	2.6213333209355674	1.0727267703324173	1	2232							17:75320307-75393628	[75320307]	[75320367]	[75318075]	[75320307]	[]	[]
17	75778531	75778594	ENST00000254810_1	63	-	75778531	75778594	0	1	63	0	ENST00000254810	63	-	H3-3B		75779174	-3.844999929269155	-3.844999929269155	-7.209199965000153	0.14810011386871338	6.465873031862198	1	63	-15.52162395775659	-15.52162395775659	-21.12206646601359	4.028800052404404	2.024080154640129	3	2098							17:75778531-75779174	[75778531]	[75778594]	[75776433]	[75778531]	[]	[]
17	76039588	76039705	ENST00000307877_1	117	-	76039588	76039705	0	1	117	0	ENST00000307877	117	-	SRP68		76072491	-13.576359062622755	-11.511564019653532	-17.619400310516358	1.0508998155593872	1.0480171019195492	1	117	-22.252093301571684	-19.09122508596768	-31.38740005493164	2.2661997437477113	0.6458922279798799	1	804							17:76039588-76072491	[76039588]	[76039705]	[76038784]	[76039588]	[]	[]
17	76083635	76083647	ENST00000589210_1	12	-	76083635	76083647	0	1	12	0	ENST00000589210	12	-	EXOC7		76103692	5.506666918595632	5.506666918595632			0.2330833226442337	1	12	-26.662659550465026	-23.03130534127939	-42.961467297871906	-4.22250006198883	-0.14123984751629667	3	2620							17:76083635-76103692	[76083635]	[76083647]	[76081015]	[76083635]	[]	[]
17	76390807	76390942	ENST00000319380_1	135	-	76390807	76390942	0	1	135	0	ENST00000319380	135	-	UBE2O		76453141	-20.267111176252364	-19.234318463007607	-21.712200260162355	-6.542399930953979	0.6212888766528556	1	135	-18.232963810041106	-16.947297388560983	-1.1347333987553914	-1.1563997268676758	1.542420504958681	2	1352							17:76390807-76453141	[76390807]	[76390942]	[76389455]	[76390807]	[]	[]
17	76680851	76680866	ENST00000449428_1	15	-	76680851	76680866	0	1	15	0	ENST00000449428	15	-	MXRA7		76710946	-16.285933780670167	-11.396466795603434	-16.285933780670167		3.467466640472412	1	15	-24.30586539379221	-22.67974726754946	-42.479600524902345	-4.800700269639492	0.05577993967588832	2	1286							17:76680851-76710946	[76680851]	[76680866]	[76679565]	[76680851]	[]	[]
17	76735048	76736160	ENST00000359995_1	117	-	76735048	76736160	0	2	110,7	0,1105	ENST00000359995	1112	-	SRSF2		76737160	-8.396222350943802	-8.396222350943802	-7.22160005569458	1.5984999656677246	3.986111139401029	1	117	-6.38665952932287	-6.38665952932287	-6.11406656106313	6.906500014662742	7.031705589510293	3	934							17:76735048-76737160	[76735048, 76736153]	[76735158, 76736160]	[76734114]	[76735048]	[]	[]
17	78174650	78174758	ENST00000301634_1	108	-	78174650	78174758	0	1	108	0	ENST00000301634	108	-	TK1		78186994	-14.333773552527967	-13.46240388086209	-8.196230890659185	1.6902998566627503	-0.5205740735228	1	108	-21.59260996349238	-21.59260996349238	-22.59179973602295	-5.59180006980896	-0.4222864843158236	2	560							17:78174650-78186994	[78174650]	[78174758]	[78174090]	[78174650]	[]	[]
17	78971443	78971575	ENST00000262776_1	132	-	78971443	78971575	0	1	132	0	ENST00000262776	132	-	LGALS3BP		78977191	-21.654409164732154	-17.603212133501515	-23.26299991607666	-8.683400082588197	-0.3806439344347878	1	132	-18.37884130458983	-18.37884130458983	-22.447600746154784	-0.2079000413417816	-0.845761903852382	1	189							17:78971443-78977191	[78971443]	[78971575]	[78971254]	[78971443]	[]	[]
17	78993501	78993549	ENST00000392446_1	48	-	78993501	78993549	0	1	48	0	ENST00000392446	48	-	CANT1		78997622	-24.689688936869302	-19.017666698921296	-14.007666842142742	-24.079300085703533	-1.8558124834283565	1	48	-21.05381227721877	-19.191432483591043	-2.4893999099731445	-5.948666612307231	-0.7494977577676242	3	1786							17:78993501-78997622	[78993501]	[78993549]	[78991715]	[78993501]	[]	[]
17	81510668	81510689	ENST00000573283_1	21	-	81510668	81510689	0	1	21	0	ENST00000573283	21	-	ACTG1		81512354	-21.14333342370533	-1.886285668327695	-11.082333294550578		1.6173809438589073	1	21	-14.170832413827792	-10.497631812697666	-14.648200178146363	1.7328000575304032	2.214361034601728	2	698							17:81510668-81512354	[81510668]	[81510689]	[81509970]	[81510668]	[]	[]
17	81559117	81559258	ENST00000331134_1	141	-	81559117	81559258	0	1	141	0	ENST00000331134	141	-	NPLOC4		81636930	-17.312638176565475	-15.447907896117961	-22.998600339889528	-8.282400114834308	0.7819148930886113	1	141	-20.6787433769579	-20.6787433769579	-3.3898669282595315	1.0472001314163208	0.4031915474861962	2	2231							17:81559117-81636930	[81559117]	[81559258]	[81556886]	[81559117]	[]	[]
17	81681590	81681707	ENST00000622299_1	117	-	81681590	81681707	0	1	117	0	ENST00000622299	117	-	ARL16		81683753	-29.939649511606266	-24.879897371316567	-19.12019979953766	-9.613700008392334	-1.061623933358898	1	117	-12.194751183845495	-8.242378525869938	4.298999786376953	4.298999786376953	-0.5266980223117355	2	404							17:81681590-81683753	[81681590]	[81681707]	[81681186]	[81681590]	[]	[]
17	81843882	81844011	ENST00000331483_1	129	-	81843882	81844011	0	1	129	0	ENST00000331483	129	-	P4HB		81860471	-23.420468373904153	-15.60226345870846	-14.14613348642985	-4.873444742626614	-0.12345736209563045	1	129	-22.758100405610797	-21.225115738237587	-18.2126002629598	-5.560800021886825	0.5533863303069392	1	717							17:81843882-81860471	[81843882]	[81844011]	[81843165]	[81843882]	[]	[]
17	81868845	81868875	ENST00000269321_1	30	-	81868845	81868875	0	1	30	0	ENST00000269321	30	-	ARHGDIA		81869930	-17.142300113042197	-16.966400265693665	-26.2669336160024	-17.142300113042197	1.1187666657070319	1	30	-17.077063309025423	-16.265360829778015	-25.369399889310202	-0.6648999929428101	1.7005315525182005	1	1125							17:81868845-81869930	[81868845]	[81868875]	[81867720]	[81868845]	[]	[]
17	81888013	81888130	ENST00000505490_1	117	-	81888013	81888130	0	1	117	0	ENST00000505490	117	-	ALYREF		81891580	-20.16474356712439	-20.16474356712439	-8.742800188064574	-2.8761999368667603	1.3611453012205088	1	117	-11.651005466390588	-11.651005466390588	-8.715333545207978	-4.358899998664856	4.76101676041687	2	179							17:81888013-81891580	[81888013]	[81888130]	[81887834]	[81888013]	[]	[]
17	82019123	82019204	ENST00000392359_1	81	-	82019123	82019204	0	1	81	0	ENST00000392359	81	-	CENPX		82022861	-18.937740720348593	-12.696975357002682	-20.650933361053468	-9.148899841308594	-0.6539753148286247	1	81	-17.065392311252474	-16.95575421976756	-6.746266651153564	-3.249599951505661	-0.3555415706034869	3	421							17:82019123-82022861	[82019123]	[82019204]	[82018702]	[82019123]	[]	[]
17	82078989	82079142	ENST00000306749_1	153	-	82078989	82079142	0	1	153	0	ENST00000306749	153	-	FASN		82096445	-16.478687868896106	-13.342804403408714	-12.658600076039631	0.19070001244544982	-0.006915031676637191	1	153	-16.702596574974958	-15.505003131914364	-30.989799976348877	2.0235000252723694	0.20271318905166938	3	652							17:82078989-82096445	[82078989]	[82079142]	[82078337]	[82078989]	[]	[]
17	82615717	82615918	ENST00000392325_1	201	-	82615717	82615918	0	1	201	0	ENST00000392325	201	-	WDR45B		82648340	-22.670820901198173	-15.024815895367617	-28.130399703979492	-11.495099759101867	0.0917661674737708	1	201	-20.24384733771107	-19.332529410294125	-35.7265339533488	-2.3760001129574246	0.17253553136405203	3	1156							17:82615717-82648340	[82615717]	[82615918]	[82614561]	[82615717]	[]	[]
18	672997	673096	ENST00000323274_1	99	+	672997	673096	0	1	99	0	ENST00000323274	99	+	TYMS		657742	-24.187085211832823	-23.244561301957862	-32.25413360595703	-9.662250012159348	0.1969781019750398	3	581						1	0							18:672997-657742	[672997]	[673578]	[672997]	[672997]	[]	[]
18	3255918	3256122	ENST00000217652_1	204	+	3255918	3256122	0	1	204	0	ENST00000217652	204	+	MYL12A		3253247	-15.476076262195905	-13.852817364466878	-29.75300006866455	-3.502800074219704	2.954905657403013	1	318						1	0							18:3255918-3253247	[3255918]	[3256236]	[3255918]	[3255918]	[]	[]
18	3277937	3277952	ENST00000237500_1	15	+	3277937	3277952	0	1	15	0	ENST00000237500	15	+	MYL12B		3272898	-17.314965639405578	-17.314965639405578	-6.2003999710083	0.1718999356031418	2.350627876248767	3	524						1	0							18:3277937-3272898	[3277937]	[3278461]	[3277937]	[3277937]	[]	[]
18	9954211	9954256	ENST00000400000_1	45	+	9954211	9954256	0	1	45	0	ENST00000400000	45	+	VAPA		9914256	-21.842697414216	-21.396521324230683	-1.316266563286384	4.178099870681763	1.0023126750073188	3	5810						1	0							18:9954211-9914256	[9954211]	[9960021]	[9954211]	[9954211]	[]	[]
18	11852111	11852129	ENST00000526991_1	18	+	11852111	11852129	0	1	18	0	ENST00000526991	18	+	CHMP1B		11851511	-23.03149321150589	-21.9400979255528	-42.42440052032471	-2.0804285492215837	0.6923389969119186	3	2333						1	0							18:11852111-11851511	[11852111]	[11854444]	[11852111]	[11852111]	[]	[]
18	12326130	12326139	ENST00000317702_1	9	+	12326130	12326139	0	1	9	0	ENST00000317702	9	+	TUBB6		12308292	-23.547695640821633	-23.547695640821633	-23.82249990105629	-12.29960012435913	0.18562140124835602	1	486						1	0							18:12326130-12308292	[12326130]	[12326616]	[12326130]	[12326130]	[]	[]
18	12725531	12725588	ENST00000317615_1	57	+	12725531	12725588	0	1	57	0	ENST00000317615	57	+	PSMG2		12703107	-31.840641115270735	-24.922794342540097	-27.681199407577516	-15.147199892997742	0.7735071764127062	3	209						1	0							18:12725531-12703107	[12725531]	[12725740]	[12725531]	[12725531]	[]	[]
18	21864666	21864696	ENST00000261537_1	30	+	21864666	21864696	0	1	30	0	ENST00000261537	30	+	MIB1		21741583	-25.258938513756153	-25.20027077177438	-16.190133094787598	0.14140000343322753	1.1109371112405724	3	6287						1	0							18:21864666-21741583	[21864666]	[21870953]	[21864666]	[21864666]	[]	[]
18	31546743	31546791	ENST00000261590_1	48	+	31546743	31546791	0	1	48	0	ENST00000261590	48	+	DSG2		31498251	-26.179251027857436	-25.750130768964826	-20.016200256347656	2.9286665519078574	-0.0018200798298185505	1	2265						1	0							18:31546743-31498251	[31546743]	[31549008]	[31546743]	[31546743]	[]	[]
18	50392247	50392292	ENST00000285116_1	45	+	50392247	50392292	0	1	45	0	ENST00000285116	45	+	SKA1		50375830	-16.592498765975964	-15.86973492149919	-16.46366656621297	2.7869999408721924	-0.05301592572625954	2	1921						1	0							18:50392247-50375830	[50392247]	[50394168]	[50392247]	[50392247]	[]	[]
18	51078467	51078587	ENST00000342988_1	120	+	51078467	51078587	0	1	120	0	ENST00000342988	120	+	SMAD4		51047046	-20.560290229095735	-20.560290229095735	-9.284999632835389	6.88100004196167	1.8777704183531145	3	6575						1	0							18:51078467-51047046	[51078467]	[51085042]	[51078467]	[51078467]	[]	[]
18	59902753	59902774	ENST00000316660_1	21	+	59902753	59902774	0	1	21	0	ENST00000316660	21	+	PMAIP1		59900177	-25.774398269364912	-25.774398269364912	-36.18740072250366	-3.9682000398635866	0.524065721698076	2	1552						1	0							18:59902753-59900177	[59902753]	[59904305]	[59902753]	[59902753]	[]	[]
18	74520068	74520098	ENST00000324262_1	30	+	74520068	74520098	0	1	30	0	ENST00000324262	30	+	CNDP2		74499973	-11.100481373108265	-10.757109525915252	-26.531600570678712	4.864666700363159	-0.4246236349762785	3	3386						1	0							18:74520068-74499973	[74520068]	[74523454]	[74520068]	[74520068]	[]	[]
18	27952140	27952152	ENST00000269141_1	12	-	27952140	27952152	0	1	12	0	ENST00000269141	12	-	CDH2		28177022	-3.680000104010105	1.989166537920634			4.27741664648056	1	12	-8.042651914852732	-7.116293541149398	-4.99706670443217	1.8488000631332397	6.307499572071742	2	1175							18:27952140-28177022	[27952140]	[27952152]	[27950965]	[27952140]	[]	[]
18	35337165	35337231	ENST00000261332_1	66	-	35337165	35337231	0	1	66	0	ENST00000261332	66	-	ZNF24		35340650	-13.199143097514199	-13.199143097514199	-15.481000328063965	-0.5841111209657457	3.344151508923846	1	66	-21.542633241376866	-21.542633241376866	-9.842333841323853	0.9299999788403511	1.6834433830629785	3	4939							18:35337165-35340650	[35337165]	[35337231]	[35332226]	[35337165]	[]	[]
18	35468511	35468610	ENST00000334598_1	99	-	35468511	35468610	0	1	99	0	ENST00000334598	99	-	INO80C		35497874	-16.61187870800495	-15.943838481800725	-10.456399917602539	-4.4616998985409735	1.7568181852499645	1	99	-19.584768914073877	-14.445439476842825	-25.46146682103475	-7.154699921607971	2.751748605241073	2	179							18:35468511-35497874	[35468511]	[35468610]	[35468332]	[35468511]	[]	[]
18	35993096	35993150	ENST00000399022_1	54	-	35993096	35993150	0	1	54	0	ENST00000399022	54	-	RPRD1A		36067404	-12.651925842864093	-5.919111144211557	-11.537400023142498	-8.221699994429946	3.916796301112131	1	54	-20.52773100672308	-20.155380158812573	-10.397066831588745	-5.637000018358231	2.3486880514492388	1	3273							18:35993096-36067404	[35993096]	[35993150]	[35989823]	[35993096]	[]	[]
18	47156131	47156176	ENST00000588705_1	45	-	47156131	47156176	0	1	45	0	ENST00000588705	45	-	ENSG00000267228		47176277	-22.641622310214572	-13.918244189686245	-21.17960042953491	-17.198600196838377	1.3802444585495526	1	45	-8.271988563211245	-8.271988563211245	23.180400371551514	13.208800148963928	4.0692509509332675	2	263							18:47156131-47176277	[47156131]	[47156176]	[47134655, 47136338, 47154798, 47156117]	[47134704, 47136449, 47154887, 47156131]	[]	[]
18	47156131	47156176	ENST00000256433_1	45	-	47156131	47156176	0	1	45	0	ENST00000256433	45	-	IER3IP1		47176277	-22.641622310214572	-13.918244189686245	-21.17960042953491	-17.198600196838377	1.3802444585495526	1	45	-22.188015585488003	-22.172044104465847	-25.460000228881835	-0.2076999604701996	0.6747761102242447	3	3298							18:47156131-47176277	[47156131]	[47156176]	[47152833]	[47156131]	[]	[]
18	49482266	49482344	ENST00000318240_1	78	-	49482266	49482344	0	1	78	0	ENST00000318240	78	-	C18orf32		49483748	-18.605833231638638	-13.162551241043287	-8.050200021266937	-10.993600130081177	2.421294884278606	1	78	-15.78604921674009	-15.511726134177675	-15.291266870498657	17.145000457763672	-0.1223011263994869	2	5024							18:49482266-49483748	[49482266]	[49482344]	[49477242]	[49482266]	[]	[]
18	49488506	49488518	ENST00000580261_1	12	-	49488506	49488518	0	1	12	0	ENST00000580261	12	-	RPL17		49491571	-23.903083205223083	-23.903083205223083			-0.07666668792565663	1	12	-18.800499705167915	-18.800499705167915	-16.329066451390585		1.422846160399226	2	26							18:49488506-49491571	[49488506]	[49488518]	[49488480]	[49488506]	[]	[]
18	49783834	49783846	ENST00000285093_1	12	-	49783834	49783846	0	1	12	0	ENST00000285093	12	-	ACAA2		49813484	-27.452583233515423	-10.462249755859375			-1.3383333288754027	1	12	-16.172993791447013	-15.379897898995106	-11.128466796875	-1.0884999968111515	-0.12189845286530296	1	1671							18:49783834-49813484	[49783834]	[49783846]	[49782163]	[49783834]	[]	[]
18	57601486	57601651	ENST00000256854_1	165	-	57601486	57601651	0	1	165	0	ENST00000256854	165	-	NARS1		57621717	-26.00241813749978	-26.00241813749978	-25.672199757893882	-14.708899706602097	0.030393938443651704	1	165	-27.826908138224525	-25.8663246341005	-40.62919923067093	-12.70060001015663	0.5782960307043019	1	831							18:57601486-57621717	[57601486]	[57601651]	[57600655]	[57601486]	[]	[]
18	59331038	59331092	ENST00000251047_1	54	-	59331038	59331092	0	1	54	0	ENST00000251047	54	-	LMAN1		59359244	-16.336629677149986	-12.673444191614786	-12.152466628948847	-14.200366894404093	2.822703682093157	1	54	-24.296014912191826	-23.375707221955366	-13.153867022196453	-1.9112000703811645	0.9684293770423521	1	3216							18:59331038-59359244	[59331038]	[59331092]	[59327822]	[59331038]	[]	[]
18	63390899	63390974	ENST00000238497_1	75	-	63390899	63390974	0	1	75	0	ENST00000238497	75	-	VPS4B		63422259	-25.260000003973644	-20.75032002220551	-19.069266859690348	-21.739500188827513	1.2669333341221014	1	75	-20.18782414104181	-19.104714342800207	-22.210999711354575	5.835000038146973	1.2170764224310526	1	1710							18:63390899-63422259	[63390899]	[63390974]	[63389189]	[63390899]	[]	[]
18	68676872	68676932	ENST00000299608_1	60	-	68676872	68676932	0	1	60	0	ENST00000299608	60	-	TMX3		68714981	-26.288950137297313	-15.32323328256607	-11.429666503270466	-11.778833031654358	1.149816655740142	1	60	-25.411846172086808	-25.411846172086808	-16.622733084360757	-5.532099854946137	0.47479873851183657	2	3185							18:68676872-68714981	[68676872]	[68676932]	[68673687]	[68676872]	[]	[]
18	74253364	74253583	ENST00000340533_1	219	-	74253364	74253583	0	1	219	0	ENST00000340533	219	-	CYB5A		74291875	-21.875123211510104	-17.731397263399543	-18.424999078114826	-9.076900064945221	0.64697259794825	1	219	-17.213699129217257	-16.6114717575545	NaN	NaN	-0.283294959823581	2	2519							18:74253364-74291875	[74253364]	[74253583]	[74250845]	[74253364]	[]	[]
18	79903726	79903975	ENST00000397778_1	249	-	79903726	79903975	0	1	249	0	ENST00000397778	249	-	SLC66A2		79950926	-23.170919639159397	-20.652056106302634	-29.433266512552898	-12.525100007653236	-0.9599156655599345	1	249	-16.821808975304727	-16.821808975304727	-25.10019941329956	2.8724000200629236	-0.8971040517778663	2	1307							18:79903726-79950926	[79903726]	[79903975]	[79902419]	[79903726]	[]	[]
19	541552	541822	ENST00000215574_1	270	+	541552	541822	0	1	270	0	ENST00000215574	270	+	CDC34		531931	-13.381139527828243	-11.280739595405333	-36.23959894180298	1.197666711277432	0.35687786761919243	2	535						1	0							19:541552-531931	[541552]	[542087]	[541552]	[541552]	[]	[]
19	810826	810904	ENST00000356948_1	78	+	810826	810904	0	1	78	0	ENST00000356948	78	+	PTBP1		797497	-12.115661424220642	-12.115661424220642	-3.416999953985214	4.303400078415871	1.7869461654595502	2	1486						1	0							19:810826-797497	[810826]	[812312]	[810826]	[810826]	[]	[]
19	1244437	1244605	ENST00000215375_1	168	+	1244437	1244605	0	1	168	0	ENST00000215375	168	+	ATP5F1D		1241850	-26.55789889490351	-20.619443151384996	-34.743000221252444	-6.3641665776570635	-0.5609999983275907	2	388						1	0							19:1244437-1241850	[1244437]	[1244825]	[1244437]	[1244437]	[]	[]
19	1272443	1272524	ENST00000587896_1	81	+	1272443	1272524	0	1	81	0	ENST00000587896	81	+	CIRBP		1270933	-15.157630971426993	-15.157630971426993	-3.871999963124593	5.184400129318237	1.4778799654875385	1	2367						1	0							19:1272443-1270933	[1272443]	[1274810]	[1272443]	[1272443]	[]	[]
19	1434912	1435074	ENST00000233078_1	162	+	1434912	1435074	0	1	162	0	ENST00000233078	162	+	DAZAP1		1407773	-12.203879825773315	-10.499895129582281	-43.1694681485494	0.09219983518123627	3.8994041426394404	2	772						1	0							19:1434912-1407773	[1434912]	[1435684]	[1434912]	[1434912]	[]	[]
19	2248546	2248642	ENST00000221494_1	96	+	2248546	2248642	0	1	96	0	ENST00000221494	96	+	SF3A2		2243418	-26.27725689714655	-26.134779679392455	-2.159800410270691	-13.284100067615508	-0.5713669720763733	2	109						1	0							19:2248546-2243418	[2248546]	[2248655]	[2248546]	[2248546]	[]	[]
19	2477601	2477658	ENST00000215631_1	57	+	2477601	2477658	0	1	57	0	ENST00000215631	57	+	GADD45B		2476358	-16.79675155938227	-15.292292055079406	-13.534466870625813	1.9871999740600585	1.0576082955135286	3	656						1	0							19:2477601-2476358	[2477601]	[2478257]	[2477601]	[2477601]	[]	[]
19	3207688	3207751	ENST00000246117_1	63	+	3207688	3207751	0	1	63	0	ENST00000246117	63	+	NCLN		3186030	-15.837489682726545	-14.963119275040096	-7.8890665372212725	1.6669998645782471	-0.7742199128966271	1	1887						1	0							19:3207688-3186030	[3207688]	[3209575]	[3207688]	[3207688]	[]	[]
19	3767393	3767543	ENST00000330133_1	150	+	3767393	3767543	0	1	150	0	ENST00000330133	150	+	MRPL54		3762700	-21.352563790803732	-16.63545358146346	-31.670933564503986	-6.616999804973602	-1.189726740192232	2	172						1	0							19:3767393-3762700	[3767393]	[3767565]	[3767393]	[3767393]	[]	[]
19	4502010	4502151	ENST00000616600_1	141	+	4502010	4502151	0	1	141	0	ENST00000616600	141	+	HDGFL2		4472350	-15.353253826952828	-11.088979610483053	2.0001335124174755	-4.257999956607819	2.3983654867737143	3	197						1	0							19:4502010-4472350	[4502010]	[4502207]	[4502010]	[4502010]	[]	[]
19	4960803	4960836	ENST00000650932_1	33	+	4960803	4960836	0	1	33	0	ENST00000650932	33	+	UHRF1		4910885	-25.620260413207706	-24.23047200557543	-12.042666959762574	-5.548999947309494	0.8006574212384272	2	1351						1	0							19:4960803-4910885	[4960803]	[4962154]	[4960803]	[4960803]	[]	[]
19	5691621	5691645	ENST00000347512_1	24	+	5691621	5691645	0	1	24	0	ENST00000347512	24	+	RPL36		5690507	-19.891661068393013	-15.019656728763701	-10.782399900754292	-2.6159001708030702	-0.7098418999092447	3	254						1	0							19:5691621-5690507	[5691621]	[5691875]	[5691621]	[5691621]	[]	[]
19	6368710	6368815	ENST00000245816_1	105	+	6368710	6368815	0	1	105	0	ENST00000245816	105	+	CLPP		6361574	-11.95175776453696	-11.95175776453696	-22.26746718088786	8.031000137329102	-0.3611446366712264	3	1532						1	0							19:6368710-6361574	[6368710]	[6370242]	[6368710]	[6368710]	[]	[]
19	7533790	7533805	ENST00000601870_1	15	+	7533790	7533805	0	1	15	0	ENST00000601870	15	+	ENSG00000268614		7533594	-12.61565375328064	-12.61565375328064	-23.40420036315918	-0.06449990272521973	0.7508717876357528	2	78	-7.766737400858939	-7.766737400858939	-26.026600456237794	42.94330024719238	3.140717980245256	1	773							19:7533790-7533594	[7533790]	[7533868]	[7533790, 7534167, 7534378, 7534749, 7535508, 7535932, 7536190, 7536448, 7539917]	[7533790, 7534239, 7534446, 7534902, 7535577, 7536020, 7536273, 7536546, 7540059]	[]	[]
